Event, nTightEle, nTightMu, hasOS, nJets, nBJets, hasZCand
288961941,0.0,0.0,0.0,1.0,-1.0,1.0
288961955,0.0,0.0,0.0,1.0,-1.0,1.0
288961980,0.0,0.0,0.0,0.0,0.0,1.0
288961964,0.0,0.0,0.0,1.0,-1.0,1.0
288962008,0.0,0.0,0.0,1.0,0.0,0.0
288962057,0.0,0.0,0.0,1.0,0.0,0.0
288962078,0.0,0.0,0.0,0.0,0.0,1.0
288962141,0.0,0.0,0.0,1.0,0.0,0.0
288962214,0.0,0.0,0.0,0.0,0.0,1.0
288962213,0.0,0.0,0.0,0.0,0.0,1.0
288962238,0.0,0.0,0.0,1.0,-1.0,1.0
288962261,0.0,0.0,0.0,0.0,0.0,1.0
288962245,0.0,0.0,0.0,2.0,0.0,-1.0
288962285,0.0,0.0,0.0,0.0,0.0,1.0
288962365,0.0,0.0,0.0,0.0,0.0,1.0
288962397,0.0,0.0,0.0,0.0,0.0,1.0
288962392,0.0,0.0,0.0,0.0,0.0,1.0
288962461,0.0,0.0,0.0,0.0,0.0,1.0
288962433,0.0,0.0,0.0,3.0,-3.0,1.0
288962490,0.0,0.0,0.0,1.0,-1.0,1.0
288962520,0.0,0.0,0.0,0.0,0.0,1.0
288962521,0.0,0.0,0.0,1.0,-1.0,1.0
288962545,0.0,0.0,0.0,0.0,0.0,1.0
288962581,0.0,0.0,0.0,1.0,-1.0,1.0
288962620,0.0,0.0,0.0,0.0,0.0,1.0
288962675,0.0,0.0,0.0,0.0,0.0,1.0
288962654,0.0,0.0,0.0,0.0,0.0,1.0
43261810,0.0,0.0,0.0,1.0,-1.0,1.0
43261838,0.0,0.0,0.0,0.0,0.0,1.0
43261912,0.0,0.0,0.0,1.0,-1.0,1.0
43261910,0.0,0.0,0.0,0.0,0.0,1.0
43261948,0.0,0.0,0.0,0.0,0.0,1.0
43262097,0.0,0.0,0.0,0.0,0.0,1.0
43262081,0.0,0.0,0.0,1.0,-1.0,1.0
43262188,0.0,0.0,0.0,0.0,0.0,1.0
43262201,0.0,0.0,0.0,3.0,-2.0,0.0
43262241,0.0,0.0,0.0,0.0,0.0,1.0
43262238,0.0,0.0,0.0,0.0,0.0,1.0
43262240,0.0,0.0,0.0,0.0,0.0,1.0
43262228,0.0,0.0,0.0,0.0,0.0,1.0
43262261,0.0,0.0,0.0,0.0,0.0,1.0
43262297,0.0,0.0,0.0,0.0,0.0,1.0
43262357,0.0,0.0,0.0,0.0,0.0,1.0
43262333,0.0,0.0,0.0,0.0,0.0,1.0
43262358,0.0,0.0,0.0,0.0,0.0,1.0
43262419,0.0,0.0,0.0,1.0,0.0,0.0
43262443,0.0,0.0,0.0,0.0,0.0,1.0
43262447,0.0,0.0,0.0,0.0,0.0,1.0
43262445,0.0,0.0,0.0,0.0,0.0,1.0
43262456,0.0,0.0,0.0,0.0,0.0,1.0
43262512,0.0,0.0,0.0,1.0,-1.0,1.0
43262490,0.0,0.0,0.0,0.0,0.0,1.0
43262562,0.0,0.0,0.0,0.0,0.0,1.0
43262548,0.0,0.0,0.0,1.0,-1.0,1.0
43262574,0.0,0.0,0.0,2.0,-1.0,0.0
43262603,0.0,0.0,0.0,0.0,0.0,1.0
43262661,0.0,0.0,0.0,0.0,0.0,1.0
43262723,0.0,0.0,0.0,0.0,0.0,1.0
43262774,0.0,0.0,0.0,0.0,0.0,1.0
43262808,0.0,0.0,0.0,1.0,-1.0,1.0
43262836,0.0,0.0,0.0,0.0,0.0,1.0
43262895,0.0,0.0,0.0,1.0,0.0,0.0
43262935,0.0,0.0,0.0,0.0,0.0,1.0
43262933,0.0,0.0,0.0,0.0,0.0,1.0
43262970,0.0,0.0,0.0,0.0,0.0,1.0
43262976,0.0,0.0,0.0,1.0,0.0,0.0
43263022,0.0,0.0,0.0,2.0,-2.0,1.0
43263078,0.0,0.0,0.0,0.0,0.0,1.0
43263129,0.0,0.0,0.0,1.0,-1.0,1.0
43263152,0.0,0.0,0.0,3.0,-3.0,1.0
43263149,0.0,0.0,0.0,3.0,-1.0,-1.0
43263163,0.0,0.0,0.0,0.0,0.0,1.0
43263184,0.0,0.0,0.0,2.0,0.0,-1.0
43263252,0.0,0.0,0.0,0.0,0.0,1.0
43263257,0.0,0.0,0.0,2.0,-1.0,0.0
43263265,0.0,0.0,0.0,0.0,0.0,1.0
43263293,0.0,0.0,0.0,0.0,0.0,1.0
43263364,0.0,0.0,0.0,1.0,0.0,0.0
43263404,0.0,0.0,0.0,1.0,-1.0,1.0
43263432,0.0,0.0,0.0,2.0,-2.0,1.0
43263486,0.0,0.0,0.0,0.0,0.0,1.0
43263500,0.0,0.0,0.0,0.0,0.0,1.0
43263576,0.0,0.0,0.0,0.0,0.0,1.0
43263608,0.0,0.0,0.0,0.0,0.0,1.0
43263605,0.0,0.0,0.0,1.0,-1.0,1.0
43263648,0.0,0.0,0.0,0.0,0.0,1.0
43263718,0.0,0.0,0.0,3.0,-3.0,1.0
43263739,0.0,0.0,0.0,0.0,0.0,1.0
43263746,0.0,0.0,0.0,2.0,-2.0,1.0
43263768,0.0,0.0,0.0,0.0,0.0,1.0
43263786,0.0,0.0,0.0,0.0,0.0,1.0
43263780,0.0,0.0,0.0,1.0,-1.0,1.0
43263789,0.0,0.0,0.0,0.0,0.0,1.0
43263818,0.0,0.0,0.0,0.0,0.0,1.0
43263829,0.0,0.0,0.0,0.0,0.0,1.0
43263833,0.0,0.0,0.0,0.0,0.0,1.0
43263952,0.0,0.0,0.0,1.0,-1.0,1.0
43264030,0.0,0.0,0.0,1.0,-1.0,1.0
43264039,0.0,0.0,0.0,1.0,-1.0,1.0
43264056,0.0,0.0,0.0,0.0,0.0,1.0
43264151,0.0,0.0,0.0,1.0,-1.0,1.0
43264202,0.0,0.0,0.0,0.0,0.0,1.0
43264376,0.0,0.0,0.0,0.0,0.0,1.0
43264389,0.0,0.0,0.0,0.0,0.0,1.0
54342635,0.0,0.0,0.0,0.0,0.0,1.0
54342681,0.0,0.0,0.0,0.0,0.0,1.0
54342666,0.0,0.0,0.0,0.0,0.0,1.0
54342762,0.0,0.0,0.0,0.0,0.0,1.0
54342768,0.0,0.0,0.0,0.0,0.0,1.0
54342799,0.0,0.0,0.0,0.0,0.0,1.0
54342822,0.0,0.0,0.0,0.0,0.0,1.0
54342824,0.0,0.0,0.0,0.0,0.0,1.0
54342934,0.0,0.0,0.0,0.0,0.0,1.0
54342956,0.0,0.0,0.0,0.0,0.0,1.0
54342979,0.0,0.0,0.0,0.0,0.0,1.0
54343072,0.0,0.0,0.0,0.0,0.0,1.0
54343129,0.0,0.0,0.0,0.0,0.0,1.0
54343152,0.0,0.0,0.0,0.0,0.0,1.0
54343156,0.0,0.0,0.0,0.0,0.0,1.0
54343150,0.0,0.0,0.0,0.0,0.0,1.0
54343185,0.0,0.0,0.0,0.0,0.0,1.0
54343215,0.0,0.0,0.0,0.0,0.0,1.0
54343228,0.0,0.0,0.0,0.0,0.0,1.0
54343273,0.0,0.0,0.0,0.0,0.0,1.0
54343326,0.0,0.0,0.0,0.0,0.0,1.0
54343330,0.0,0.0,0.0,0.0,0.0,1.0
54343461,0.0,0.0,0.0,0.0,0.0,1.0
54343499,0.0,0.0,0.0,0.0,0.0,1.0
54343526,0.0,0.0,0.0,0.0,0.0,1.0
54343583,0.0,0.0,0.0,1.0,-1.0,1.0
54343606,0.0,0.0,0.0,2.0,-2.0,1.0
54343652,0.0,0.0,0.0,0.0,0.0,1.0
54343655,0.0,0.0,0.0,1.0,-1.0,1.0
54343707,0.0,0.0,0.0,0.0,0.0,1.0
54343717,0.0,0.0,0.0,0.0,0.0,1.0
54343758,0.0,0.0,0.0,2.0,-1.0,0.0
54343775,0.0,0.0,0.0,0.0,0.0,1.0
54343795,0.0,0.0,0.0,0.0,0.0,1.0
54343806,0.0,0.0,0.0,1.0,-1.0,1.0
54343895,0.0,0.0,0.0,0.0,0.0,1.0
54343946,0.0,0.0,0.0,2.0,-2.0,1.0
54344052,0.0,0.0,0.0,1.0,-1.0,1.0
54344085,0.0,0.0,0.0,0.0,0.0,1.0
54344087,0.0,0.0,0.0,0.0,0.0,1.0
54344107,0.0,0.0,0.0,0.0,0.0,1.0
54344201,0.0,0.0,0.0,1.0,-1.0,1.0
54344274,0.0,0.0,0.0,0.0,0.0,1.0
54344345,0.0,0.0,0.0,0.0,0.0,1.0
54344398,0.0,0.0,0.0,0.0,0.0,1.0
54344400,0.0,0.0,0.0,0.0,0.0,1.0
54344403,0.0,0.0,0.0,1.0,-1.0,1.0
54344423,0.0,0.0,0.0,0.0,0.0,1.0
54344426,0.0,0.0,0.0,1.0,-1.0,1.0
54344493,0.0,0.0,0.0,1.0,-1.0,1.0
54344474,0.0,0.0,0.0,1.0,0.0,0.0
54344576,0.0,0.0,0.0,1.0,-1.0,1.0
54344622,0.0,0.0,0.0,0.0,0.0,1.0
54344681,0.0,0.0,0.0,1.0,-1.0,1.0
54344683,0.0,0.0,0.0,0.0,0.0,1.0
54344716,0.0,0.0,0.0,0.0,0.0,1.0
54344717,0.0,0.0,0.0,0.0,0.0,1.0
54344816,0.0,0.0,0.0,0.0,0.0,1.0
54344972,0.0,0.0,0.0,0.0,0.0,1.0
54345014,0.0,0.0,0.0,0.0,0.0,1.0
54345107,0.0,0.0,0.0,1.0,-1.0,1.0
54345096,0.0,0.0,0.0,2.0,-2.0,1.0
54345128,0.0,0.0,0.0,0.0,0.0,1.0
54345192,0.0,0.0,0.0,0.0,0.0,1.0
54345196,0.0,0.0,0.0,1.0,-1.0,1.0
54345302,0.0,0.0,0.0,0.0,0.0,1.0
54345348,0.0,0.0,0.0,1.0,0.0,0.0
54345351,0.0,0.0,0.0,2.0,-2.0,1.0
54345374,0.0,0.0,0.0,0.0,0.0,1.0
54345561,0.0,0.0,0.0,0.0,0.0,1.0
54345615,0.0,0.0,0.0,1.0,0.0,0.0
54345643,0.0,0.0,0.0,0.0,0.0,1.0
54345617,0.0,0.0,0.0,0.0,0.0,1.0
54345678,0.0,0.0,0.0,0.0,0.0,1.0
54345693,0.0,0.0,0.0,0.0,0.0,1.0
54345696,0.0,0.0,0.0,0.0,0.0,1.0
54345676,0.0,0.0,0.0,0.0,0.0,1.0
54345703,0.0,0.0,0.0,0.0,0.0,1.0
54345700,0.0,0.0,0.0,2.0,-2.0,1.0
54345796,0.0,0.0,0.0,0.0,0.0,1.0
54345808,0.0,0.0,0.0,0.0,0.0,1.0
54345779,0.0,0.0,0.0,3.0,-3.0,1.0
54345835,0.0,0.0,0.0,0.0,0.0,1.0
54345937,0.0,0.0,0.0,2.0,-2.0,1.0
54345973,0.0,0.0,0.0,0.0,0.0,1.0
54346007,0.0,0.0,0.0,0.0,0.0,1.0
54345997,0.0,0.0,0.0,2.0,-1.0,0.0
54346082,0.0,0.0,0.0,1.0,0.0,0.0
54346136,0.0,0.0,0.0,0.0,0.0,1.0
54346129,0.0,0.0,0.0,0.0,0.0,1.0
54346184,0.0,0.0,0.0,2.0,-1.0,0.0
54346239,0.0,0.0,0.0,1.0,0.0,0.0
54346282,0.0,0.0,0.0,3.0,-3.0,1.0
54346367,0.0,0.0,0.0,1.0,0.0,0.0
54346318,0.0,0.0,0.0,1.0,0.0,0.0
54346366,0.0,0.0,0.0,0.0,0.0,1.0
54346385,0.0,0.0,0.0,0.0,0.0,1.0
54346372,0.0,0.0,0.0,3.0,-1.0,-1.0
54346412,0.0,0.0,0.0,0.0,0.0,1.0
54346413,0.0,0.0,0.0,0.0,0.0,1.0
54346450,0.0,0.0,0.0,1.0,0.0,0.0
54346448,0.0,0.0,0.0,0.0,0.0,1.0
54346451,0.0,0.0,0.0,3.0,-3.0,1.0
54346539,0.0,0.0,0.0,0.0,0.0,1.0
54346557,0.0,0.0,0.0,1.0,-1.0,1.0
54346559,0.0,0.0,0.0,1.0,-1.0,1.0
54346571,0.0,0.0,0.0,1.0,-1.0,1.0
54346586,0.0,0.0,0.0,2.0,-2.0,1.0
54346621,0.0,0.0,0.0,0.0,0.0,1.0
54346609,0.0,0.0,0.0,0.0,0.0,1.0
54346638,0.0,0.0,0.0,0.0,0.0,1.0
54346663,0.0,0.0,0.0,1.0,-1.0,1.0
54346646,0.0,0.0,0.0,2.0,-2.0,1.0
54346660,0.0,0.0,0.0,0.0,0.0,1.0
54346691,0.0,0.0,0.0,4.0,-4.0,1.0
54346722,0.0,0.0,0.0,0.0,0.0,1.0
54346749,0.0,0.0,0.0,1.0,-1.0,1.0
54346773,0.0,0.0,0.0,1.0,0.0,0.0
54346798,0.0,0.0,0.0,1.0,-1.0,1.0
54346851,0.0,0.0,0.0,0.0,0.0,1.0
54346865,0.0,0.0,0.0,0.0,0.0,1.0
54346880,0.0,0.0,0.0,0.0,0.0,1.0
54346881,0.0,0.0,0.0,0.0,0.0,1.0
54347083,0.0,0.0,0.0,3.0,-3.0,1.0
54347131,0.0,0.0,0.0,0.0,0.0,1.0
54347154,0.0,0.0,0.0,1.0,-1.0,1.0
54347137,0.0,0.0,0.0,1.0,-1.0,1.0
54347231,0.0,0.0,0.0,1.0,-1.0,1.0
54347248,0.0,0.0,0.0,1.0,-1.0,1.0
54347323,0.0,0.0,0.0,1.0,-1.0,1.0
54347337,0.0,0.0,0.0,0.0,0.0,1.0
54347527,0.0,0.0,0.0,0.0,0.0,1.0
54347511,0.0,0.0,0.0,2.0,-2.0,1.0
54347596,0.0,0.0,0.0,0.0,0.0,1.0
54347615,0.0,0.0,0.0,1.0,-1.0,1.0
54347659,0.0,0.0,0.0,0.0,0.0,1.0
54347667,0.0,0.0,0.0,1.0,0.0,0.0
54347663,0.0,0.0,0.0,1.0,0.0,0.0
54347781,0.0,0.0,0.0,1.0,0.0,0.0
54347811,0.0,0.0,0.0,0.0,0.0,1.0
54347782,0.0,0.0,0.0,0.0,0.0,1.0
54347825,0.0,0.0,0.0,0.0,0.0,1.0
54347826,0.0,0.0,0.0,2.0,-2.0,1.0
54347868,0.0,0.0,0.0,0.0,0.0,1.0
54347896,0.0,0.0,0.0,0.0,0.0,1.0
54347932,0.0,0.0,0.0,0.0,0.0,1.0
54347947,0.0,0.0,0.0,0.0,0.0,1.0
53650923,0.0,0.0,0.0,0.0,0.0,1.0
53650953,0.0,0.0,0.0,0.0,0.0,1.0
53651056,0.0,0.0,0.0,0.0,0.0,1.0
53651090,0.0,0.0,0.0,0.0,0.0,1.0
53651097,0.0,0.0,0.0,0.0,0.0,1.0
53651130,0.0,0.0,0.0,0.0,0.0,1.0
53651172,0.0,0.0,0.0,0.0,0.0,1.0
53651324,0.0,0.0,0.0,2.0,-2.0,1.0
53651373,0.0,0.0,0.0,0.0,0.0,1.0
53651398,0.0,0.0,0.0,0.0,0.0,1.0
53651440,0.0,0.0,0.0,0.0,0.0,1.0
53651478,0.0,0.0,0.0,1.0,0.0,0.0
53651477,0.0,0.0,0.0,0.0,0.0,1.0
53651507,0.0,0.0,0.0,0.0,0.0,1.0
53651562,0.0,0.0,0.0,0.0,0.0,1.0
53651674,0.0,0.0,0.0,0.0,0.0,1.0
53651700,0.0,0.0,0.0,0.0,0.0,1.0
53651809,0.0,0.0,0.0,0.0,0.0,1.0
53651813,0.0,0.0,0.0,0.0,0.0,1.0
53651887,0.0,0.0,0.0,0.0,0.0,1.0
53651907,0.0,0.0,0.0,1.0,-1.0,1.0
53651923,0.0,0.0,0.0,1.0,-1.0,1.0
53652010,0.0,0.0,0.0,0.0,0.0,1.0
53652055,0.0,0.0,0.0,2.0,-1.0,0.0
53652091,0.0,0.0,0.0,1.0,-1.0,1.0
53652120,0.0,0.0,0.0,2.0,-2.0,1.0
53652172,0.0,0.0,0.0,2.0,-1.0,0.0
53652167,0.0,0.0,0.0,0.0,0.0,1.0
53652160,0.0,0.0,0.0,3.0,-3.0,1.0
53652229,0.0,0.0,0.0,0.0,0.0,1.0
53652227,0.0,0.0,0.0,0.0,0.0,1.0
53652271,0.0,0.0,0.0,0.0,0.0,1.0
53652280,0.0,0.0,0.0,0.0,0.0,1.0
53652283,0.0,0.0,0.0,1.0,-1.0,1.0
53652310,0.0,0.0,0.0,0.0,0.0,1.0
53652464,0.0,0.0,0.0,0.0,0.0,1.0
53652485,0.0,0.0,0.0,0.0,0.0,1.0
53652568,0.0,0.0,0.0,1.0,-1.0,1.0
53652662,0.0,0.0,0.0,1.0,-1.0,1.0
53652692,0.0,0.0,0.0,2.0,-1.0,0.0
53652724,0.0,0.0,0.0,1.0,-1.0,1.0
53652775,0.0,0.0,0.0,1.0,-1.0,1.0
53652773,0.0,0.0,0.0,1.0,-1.0,1.0
53652872,0.0,0.0,0.0,2.0,-1.0,0.0
53652901,0.0,0.0,0.0,1.0,-1.0,1.0
53652919,0.0,0.0,0.0,0.0,0.0,1.0
53652989,0.0,0.0,0.0,0.0,0.0,1.0
53652970,0.0,0.0,0.0,0.0,0.0,1.0
53652993,0.0,0.0,0.0,1.0,-1.0,1.0
53653012,0.0,0.0,0.0,0.0,0.0,1.0
53653084,0.0,0.0,0.0,1.0,0.0,0.0
53653108,0.0,0.0,0.0,1.0,-1.0,1.0
53653156,0.0,0.0,0.0,1.0,0.0,0.0
53653167,0.0,0.0,0.0,0.0,0.0,1.0
53653264,0.0,0.0,0.0,0.0,0.0,1.0
53653267,0.0,0.0,0.0,0.0,0.0,1.0
53653254,0.0,0.0,0.0,4.0,-4.0,1.0
53653336,0.0,0.0,0.0,0.0,0.0,1.0
53653454,0.0,0.0,0.0,1.0,-1.0,1.0
53653463,0.0,0.0,0.0,2.0,-2.0,1.0
53653576,0.0,0.0,0.0,2.0,-2.0,1.0
53653578,0.0,0.0,0.0,0.0,0.0,1.0
53653605,0.0,0.0,0.0,0.0,0.0,1.0
53653620,0.0,0.0,0.0,0.0,0.0,1.0
53653618,0.0,0.0,0.0,0.0,0.0,1.0
53653693,0.0,0.0,0.0,1.0,0.0,0.0
53653709,0.0,0.0,0.0,0.0,0.0,1.0
53653714,0.0,0.0,0.0,0.0,0.0,1.0
53653727,0.0,0.0,0.0,0.0,0.0,1.0
53653754,0.0,0.0,0.0,0.0,0.0,1.0
53653848,0.0,0.0,0.0,1.0,-1.0,1.0
53653983,0.0,0.0,0.0,0.0,0.0,1.0
53654061,0.0,0.0,0.0,0.0,0.0,1.0
53654066,0.0,0.0,0.0,2.0,-2.0,1.0
53654117,0.0,0.0,0.0,0.0,0.0,1.0
53654200,0.0,0.0,0.0,0.0,0.0,1.0
53654205,0.0,0.0,0.0,0.0,0.0,1.0
53654217,0.0,0.0,0.0,0.0,0.0,1.0
53654262,0.0,0.0,0.0,0.0,0.0,1.0
53654302,0.0,0.0,0.0,1.0,-1.0,1.0
53654260,0.0,0.0,0.0,3.0,-3.0,1.0
53654297,0.0,0.0,0.0,2.0,-2.0,1.0
53654347,0.0,0.0,0.0,0.0,0.0,1.0
53654385,0.0,0.0,0.0,0.0,0.0,1.0
53654397,0.0,0.0,0.0,0.0,0.0,1.0
53654432,0.0,0.0,0.0,0.0,0.0,1.0
53654438,0.0,0.0,0.0,0.0,0.0,1.0
53654439,0.0,0.0,0.0,2.0,0.0,-1.0
53654530,0.0,0.0,0.0,2.0,-2.0,1.0
53654557,0.0,0.0,0.0,0.0,0.0,1.0
53654603,0.0,0.0,0.0,0.0,0.0,1.0
53654613,0.0,0.0,0.0,3.0,-2.0,0.0
53654648,0.0,0.0,0.0,0.0,0.0,1.0
53654640,0.0,0.0,0.0,0.0,0.0,1.0
53654719,0.0,0.0,0.0,0.0,0.0,1.0
53654858,0.0,0.0,0.0,0.0,0.0,1.0
53654859,0.0,0.0,0.0,2.0,-1.0,0.0
53654869,0.0,0.0,0.0,0.0,0.0,1.0
53654897,0.0,0.0,0.0,1.0,0.0,0.0
53655016,0.0,0.0,0.0,0.0,0.0,1.0
53655030,0.0,0.0,0.0,0.0,0.0,1.0
53655044,0.0,0.0,0.0,0.0,0.0,1.0
53655061,0.0,0.0,0.0,1.0,-1.0,1.0
53655114,0.0,0.0,0.0,0.0,0.0,1.0
53655127,0.0,0.0,0.0,0.0,0.0,1.0
53655175,0.0,0.0,0.0,1.0,-1.0,1.0
53655192,0.0,0.0,0.0,2.0,-2.0,1.0
53655274,0.0,0.0,0.0,0.0,0.0,1.0
53655312,0.0,0.0,0.0,0.0,0.0,1.0
53655313,0.0,0.0,0.0,0.0,0.0,1.0
53655325,0.0,0.0,0.0,0.0,0.0,1.0
53655365,0.0,0.0,0.0,0.0,0.0,1.0
53655396,0.0,0.0,0.0,1.0,0.0,0.0
53655441,0.0,0.0,0.0,0.0,0.0,1.0
53655516,0.0,0.0,0.0,0.0,0.0,1.0
53655551,0.0,0.0,0.0,2.0,-1.0,0.0
53655599,0.0,0.0,0.0,1.0,0.0,0.0
53655702,0.0,0.0,0.0,2.0,-2.0,1.0
53655838,0.0,0.0,0.0,1.0,-1.0,1.0
53655868,0.0,0.0,0.0,0.0,0.0,1.0
53655847,0.0,0.0,0.0,0.0,0.0,1.0
53655905,0.0,0.0,0.0,2.0,-2.0,1.0
53655931,0.0,0.0,0.0,0.0,0.0,1.0
53655942,0.0,0.0,0.0,0.0,0.0,1.0
53656017,0.0,0.0,0.0,0.0,0.0,1.0
53656034,0.0,0.0,0.0,2.0,-2.0,1.0
53656055,0.0,0.0,0.0,0.0,0.0,1.0
53656133,0.0,0.0,0.0,0.0,0.0,1.0
53656153,0.0,0.0,0.0,1.0,-1.0,1.0
53656162,0.0,0.0,0.0,1.0,0.0,0.0
53656183,0.0,0.0,0.0,1.0,-1.0,1.0
53656206,0.0,0.0,0.0,1.0,-1.0,1.0
53656231,0.0,0.0,0.0,1.0,-1.0,1.0
53656259,0.0,0.0,0.0,1.0,-1.0,1.0
53656348,0.0,0.0,0.0,0.0,0.0,1.0
53656350,0.0,0.0,0.0,1.0,0.0,0.0
53656386,0.0,0.0,0.0,1.0,-1.0,1.0
53656389,0.0,0.0,0.0,0.0,0.0,1.0
53656379,0.0,0.0,0.0,0.0,0.0,1.0
53656437,0.0,0.0,0.0,0.0,0.0,1.0
53656432,0.0,0.0,0.0,0.0,0.0,1.0
53656493,0.0,0.0,0.0,0.0,0.0,1.0
53656490,0.0,0.0,0.0,0.0,0.0,1.0
53656520,0.0,0.0,0.0,0.0,0.0,1.0
53656544,0.0,0.0,0.0,0.0,0.0,1.0
53656571,0.0,0.0,0.0,1.0,-1.0,1.0
53656583,0.0,0.0,0.0,0.0,0.0,1.0
53656587,0.0,0.0,0.0,1.0,-1.0,1.0
53656725,0.0,0.0,0.0,0.0,0.0,1.0
53656780,0.0,0.0,0.0,0.0,0.0,1.0
53656904,0.0,0.0,0.0,0.0,0.0,1.0
53656927,0.0,0.0,0.0,0.0,0.0,1.0
53656919,0.0,0.0,0.0,1.0,-1.0,1.0
53656966,0.0,0.0,0.0,0.0,0.0,1.0
53657024,0.0,0.0,0.0,0.0,0.0,1.0
53657054,0.0,0.0,0.0,1.0,0.0,0.0
53657078,0.0,0.0,0.0,1.0,-1.0,1.0
53657094,0.0,0.0,0.0,0.0,0.0,1.0
53657142,0.0,0.0,0.0,0.0,0.0,1.0
53657125,0.0,0.0,0.0,0.0,0.0,1.0
53657152,0.0,0.0,0.0,0.0,0.0,1.0
53657206,0.0,0.0,0.0,0.0,0.0,1.0
53657221,0.0,0.0,0.0,0.0,0.0,1.0
53657316,0.0,0.0,0.0,0.0,0.0,1.0
53657340,0.0,0.0,0.0,1.0,-1.0,1.0
53657349,0.0,0.0,0.0,0.0,0.0,1.0
53657342,0.0,0.0,0.0,1.0,-1.0,1.0
53657399,0.0,0.0,0.0,0.0,0.0,1.0
53657416,0.0,0.0,0.0,1.0,-1.0,1.0
53657432,0.0,0.0,0.0,0.0,0.0,1.0
53657490,0.0,0.0,0.0,1.0,-1.0,1.0
53657545,0.0,0.0,0.0,0.0,0.0,1.0
53657580,0.0,0.0,0.0,0.0,0.0,1.0
53657626,0.0,0.0,0.0,0.0,0.0,1.0
53657659,0.0,0.0,0.0,0.0,0.0,1.0
53657726,0.0,0.0,0.0,0.0,0.0,1.0
53657731,0.0,0.0,0.0,1.0,-1.0,1.0
53657733,0.0,0.0,0.0,1.0,0.0,0.0
53657748,0.0,0.0,0.0,2.0,-2.0,1.0
53657768,0.0,0.0,0.0,1.0,-1.0,1.0
53657765,0.0,0.0,0.0,1.0,0.0,0.0
53657831,0.0,0.0,0.0,0.0,0.0,1.0
53657871,0.0,0.0,0.0,1.0,-1.0,1.0
53657855,0.0,0.0,0.0,0.0,0.0,1.0
53657878,0.0,0.0,0.0,2.0,-2.0,1.0
53657903,0.0,0.0,0.0,2.0,-1.0,0.0
53657957,0.0,0.0,0.0,0.0,0.0,1.0
53657980,0.0,0.0,0.0,0.0,0.0,1.0
53657959,0.0,0.0,0.0,0.0,0.0,1.0
53658069,0.0,0.0,0.0,0.0,0.0,1.0
53658216,0.0,0.0,0.0,0.0,0.0,1.0
53658230,0.0,0.0,0.0,0.0,0.0,1.0
53658215,0.0,0.0,0.0,0.0,0.0,1.0
53658268,0.0,0.0,0.0,0.0,0.0,1.0
53658338,0.0,0.0,0.0,1.0,0.0,0.0
53658358,0.0,0.0,0.0,0.0,0.0,1.0
53658368,0.0,0.0,0.0,2.0,-2.0,1.0
53658401,0.0,0.0,0.0,0.0,0.0,1.0
53658434,0.0,0.0,0.0,0.0,0.0,1.0
53658451,0.0,0.0,0.0,0.0,0.0,1.0
53658461,0.0,0.0,0.0,0.0,0.0,1.0
53658513,0.0,0.0,0.0,1.0,-1.0,1.0
53658523,0.0,0.0,0.0,0.0,0.0,1.0
53658592,0.0,0.0,0.0,1.0,-1.0,1.0
53658625,0.0,0.0,0.0,4.0,-4.0,1.0
53658647,0.0,0.0,0.0,1.0,0.0,0.0
53658700,0.0,0.0,0.0,0.0,0.0,1.0
53658693,0.0,0.0,0.0,0.0,0.0,1.0
53658697,0.0,0.0,0.0,0.0,0.0,1.0
53658746,0.0,0.0,0.0,0.0,0.0,1.0
53658814,0.0,0.0,0.0,5.0,-5.0,1.0
53658868,0.0,0.0,0.0,0.0,0.0,1.0
53658879,0.0,0.0,0.0,1.0,-1.0,1.0
53658960,0.0,0.0,0.0,0.0,0.0,1.0
53658970,0.0,0.0,0.0,0.0,0.0,1.0
53659001,0.0,0.0,0.0,2.0,-2.0,1.0
53658978,0.0,0.0,0.0,2.0,-2.0,1.0
53659002,0.0,0.0,0.0,2.0,-2.0,1.0
53659044,0.0,0.0,0.0,0.0,0.0,1.0
53659095,0.0,0.0,0.0,1.0,-1.0,1.0
53659174,0.0,0.0,0.0,0.0,0.0,1.0
53659176,0.0,0.0,0.0,1.0,0.0,0.0
53659181,0.0,0.0,0.0,0.0,0.0,1.0
53659194,0.0,0.0,0.0,0.0,0.0,1.0
53659228,0.0,0.0,0.0,0.0,0.0,1.0
53659231,0.0,0.0,0.0,2.0,-2.0,1.0
53659269,0.0,0.0,0.0,1.0,0.0,0.0
53659274,0.0,0.0,0.0,0.0,0.0,1.0
53659337,0.0,0.0,0.0,0.0,0.0,1.0
53659326,0.0,0.0,0.0,1.0,0.0,0.0
53659497,0.0,0.0,0.0,1.0,-1.0,1.0
53659487,0.0,0.0,0.0,0.0,0.0,1.0
53659533,0.0,0.0,0.0,0.0,0.0,1.0
53659538,0.0,0.0,0.0,0.0,0.0,1.0
53659578,0.0,0.0,0.0,0.0,0.0,1.0
53659569,0.0,0.0,0.0,0.0,0.0,1.0
53659574,0.0,0.0,0.0,0.0,0.0,1.0
53659582,0.0,0.0,0.0,0.0,0.0,1.0
53659616,0.0,0.0,0.0,0.0,0.0,1.0
53659625,0.0,0.0,0.0,0.0,0.0,1.0
53659653,0.0,0.0,0.0,0.0,0.0,1.0
53659639,0.0,0.0,0.0,1.0,-1.0,1.0
