Event, nTightEle, nTightMu, hasOS, nJets, nBJets, hasZCand, nGenMatchedLeptons
82061984,2,0,1,1,1,1,2
82062020,2,0,1,0,0,1,2
82062032,2,0,1,3,1,1,2
82062065,2,0,1,1,0,1,2
82062063,2,0,1,0,0,1,2
82062082,2,0,1,0,0,1,2
82062109,2,0,1,0,0,1,2
82062120,2,0,1,1,0,1,2
82062161,2,0,1,1,1,1,2
82062184,2,0,1,1,1,1,2
82062202,2,0,1,1,1,1,2
82062268,2,0,1,1,0,1,2
82062280,2,0,1,0,0,1,2
82062299,2,0,1,0,0,1,2
82062278,2,0,1,0,0,1,2
82062302,2,0,1,0,0,1,2
82062321,2,0,1,0,0,1,2
82062348,2,0,1,0,0,1,2
82062436,2,0,1,0,0,1,2
82062443,2,0,1,0,0,1,2
82062484,2,0,1,1,0,1,2
82062526,2,0,1,0,0,1,2
82062551,2,0,1,0,0,1,2
82062629,2,0,1,0,0,1,2
82062674,2,0,1,2,0,1,2
82062683,2,0,1,0,0,1,2
82062697,2,0,1,0,0,1,2
82062720,2,0,1,0,0,1,2
82062796,2,0,1,0,0,1,2
82062860,2,0,1,0,0,1,2
82062927,2,0,1,0,0,1,2
82062967,2,0,1,1,0,1,2
82062986,2,0,1,0,0,1,2
82062978,2,0,1,0,0,1,2
82063096,2,0,1,1,0,1,2
82063109,2,0,1,2,0,1,2
82063134,2,0,1,0,0,1,2
82063144,2,0,1,1,0,1,2
82063195,2,0,1,0,0,1,2
82063269,2,0,1,0,0,1,2
82063259,2,0,1,0,0,1,2
82063297,2,0,1,1,0,1,2
82063327,2,0,1,1,1,1,2
82063319,2,0,1,0,0,1,2
82063397,2,0,1,0,0,1,2
82063418,2,0,1,0,0,1,2
82063434,2,0,1,1,0,1,2
82063441,2,0,1,0,0,1,2
82063505,2,0,1,0,0,1,2
82063584,2,0,1,2,1,1,2
82063614,2,0,1,0,0,1,2
82063642,2,0,1,0,0,1,2
82063760,2,0,1,0,0,1,2
82063771,2,0,1,0,0,1,2
82063772,2,0,1,1,0,1,2
82063818,2,0,1,1,0,1,2
82063847,2,0,1,0,0,1,2
82063856,2,0,1,0,0,1,2
82063894,2,0,1,1,0,1,2
82063901,2,0,1,0,0,1,2
82063917,2,0,1,0,0,1,2
82063958,2,0,1,0,0,1,2
82063964,2,0,1,0,0,1,2
82063989,2,0,1,3,0,1,2
82064056,2,0,1,2,0,1,2
82064083,2,0,1,0,0,1,2
82064118,2,0,1,1,0,1,2
82064164,2,0,1,0,0,1,2
82064218,2,0,1,0,0,1,2
82064239,2,0,1,0,0,1,2
82064292,2,0,1,0,0,1,2
82064318,2,0,1,0,0,1,2
82064344,2,0,1,1,0,1,2
82064355,2,0,1,2,0,1,2
82064416,2,0,1,1,0,1,2
82064419,2,0,1,0,0,1,2
82064485,2,0,1,1,1,1,2
82064503,2,0,1,1,0,1,2
82064512,2,0,1,0,0,1,2
82064536,2,0,1,0,0,1,2
82064556,2,0,1,0,0,1,2
82064558,2,0,1,1,0,1,2
82064574,2,0,1,1,0,1,2
82064589,2,0,1,1,0,1,2
82064586,2,0,1,0,0,1,2
82064632,2,0,1,2,0,1,2
82064702,2,0,1,0,0,1,2
82064670,2,0,1,0,0,1,2
82064716,2,0,1,1,0,1,2
82064857,2,0,1,1,1,1,2
82064868,2,0,1,0,0,1,2
82064880,2,0,1,0,0,1,2
82064925,2,0,1,1,0,1,2
82064972,2,0,1,0,0,1,2
82065001,2,0,1,0,0,1,2
82065008,2,0,1,0,0,1,2
82065007,2,0,1,0,0,1,2
82065030,2,0,1,0,0,1,2
82065055,2,0,1,3,0,1,2
82065071,2,0,1,0,0,1,2
82065105,2,0,1,0,0,1,2
82065139,2,0,1,0,0,1,2
239956519,2,0,1,0,0,1,2
239956563,2,0,1,1,0,1,2
239956573,2,0,1,0,0,1,2
239956598,2,0,1,0,0,1,2
239956657,2,0,1,0,0,1,2
239956752,2,0,1,0,0,1,2
239956758,2,0,1,1,1,1,2
239956778,2,0,1,0,0,1,2
239956788,2,0,1,0,0,1,2
239956812,2,0,1,1,0,1,2
239956820,2,0,1,0,0,1,2
239956819,2,0,1,0,0,1,2
239956837,2,0,1,1,0,1,2
239956840,2,0,1,1,1,1,2
239956920,2,0,1,2,1,1,2
239956926,2,0,1,0,0,1,2
239956984,2,0,1,1,0,1,2
239957021,2,0,1,1,0,1,2
239957081,2,0,1,1,0,1,2
239957103,2,0,1,1,0,1,2
239957195,2,0,1,1,0,1,2
239957153,2,0,1,2,1,1,2
239957273,2,0,1,1,0,1,2
239957276,2,0,1,0,0,1,2
239957286,2,0,1,1,1,1,2
239957298,2,0,1,1,0,1,2
239957367,2,0,1,3,0,1,2
239957412,2,0,1,2,1,1,2
239957434,2,0,1,0,0,1,2
239957546,2,0,1,0,0,1,2
239957679,2,0,1,0,0,1,2
239957735,2,0,1,3,1,1,2
239957838,2,0,1,0,0,1,2
239957997,2,0,1,1,0,1,2
239958017,2,0,1,0,0,1,2
239958040,2,0,1,2,0,1,2
239958053,2,0,1,2,0,1,2
239958076,2,0,1,0,0,1,2
239958069,2,0,1,0,0,1,2
239958131,2,0,1,0,0,1,2
239958152,2,0,1,1,0,1,2
239958247,2,0,1,0,0,1,2
239958318,2,0,1,0,0,1,2
239958385,2,0,1,1,0,1,2
239958440,2,0,1,1,0,1,2
239958430,2,0,1,0,0,1,2
239958442,2,0,1,0,0,1,2
239958508,2,0,1,2,1,1,2
239958516,2,0,1,0,0,1,2
239958563,2,0,1,1,0,1,2
239958618,2,0,1,0,0,1,2
239958709,2,0,1,0,0,1,2
239958715,2,0,1,2,1,1,2
239958772,2,0,1,0,0,1,2
239958732,2,0,1,1,1,1,2
239958809,2,0,1,0,0,1,2
239958832,2,0,1,0,0,1,2
239958840,2,0,1,0,0,1,2
239958861,2,0,1,0,0,1,2
239958888,2,0,1,0,0,1,2
239958941,2,0,1,0,0,1,2
239958946,2,0,1,0,0,1,2
239958945,2,0,1,1,0,1,2
239959022,2,0,1,1,0,1,2
239959057,2,0,1,1,0,1,2
239959085,2,0,1,3,0,1,2
239959112,2,0,1,1,1,1,2
239959124,2,0,1,2,0,1,2
239959160,2,0,1,1,0,1,2
131330718,2,0,1,2,1,1,2
131330763,2,0,1,1,1,1,2
131330793,2,0,1,0,0,1,2
131330831,2,0,1,0,0,1,2
131330805,2,0,1,2,0,1,2
131330875,2,0,1,1,0,1,2
131330893,2,0,1,0,0,1,2
131330935,2,0,1,2,0,1,2
131330956,2,0,1,0,0,1,2
131331000,2,0,1,1,0,1,2
131330999,2,0,1,0,0,1,2
131331011,2,0,1,2,1,1,2
131331041,2,0,1,0,0,1,2
131331038,2,0,1,0,0,1,2
131331048,2,0,1,0,0,1,2
131331061,2,0,1,0,0,1,2
131331149,2,0,1,0,0,1,2
131331171,2,0,1,0,0,1,2
131331215,2,0,1,0,0,1,2
131331224,2,0,1,3,2,1,2
131331272,2,0,1,0,0,1,2
131331273,2,0,1,2,0,1,2
131331277,2,0,1,0,0,1,2
131331293,2,0,1,0,0,1,2
131331301,2,0,1,0,0,1,2
131331289,2,0,1,0,0,1,2
131331353,2,0,1,4,0,1,2
131331398,2,0,1,0,0,1,2
131331404,2,0,1,0,0,1,2
131331430,2,0,1,2,1,1,2
131331456,2,0,1,0,0,1,2
131331503,2,0,1,0,0,1,2
131331592,2,0,1,1,0,1,2
131331608,2,0,1,1,0,1,2
131331723,2,0,1,0,0,1,2
131331721,2,0,1,0,0,1,2
131331744,2,0,1,0,0,1,2
131331730,2,0,1,0,0,1,2
131331757,2,0,1,0,0,1,2
131331855,2,0,1,1,0,1,2
131331887,2,0,1,1,0,1,2
131331926,2,0,1,0,0,1,2
131331904,2,0,1,1,0,1,2
131331981,2,0,1,0,0,1,2
131331969,2,0,1,1,0,1,2
131332018,2,0,1,0,0,1,2
131332033,2,0,1,0,0,1,2
131332026,2,0,1,1,0,1,2
131332091,2,0,1,0,0,1,2
131332092,2,0,1,0,0,1,2
131332103,2,0,1,0,0,1,2
131332154,2,0,1,1,1,1,2
131332153,2,0,1,2,0,1,2
131332173,2,0,1,1,0,1,2
131332174,2,0,1,1,0,1,2
131332180,2,0,1,1,1,1,2
131332262,2,0,1,0,0,1,2
131332228,2,0,1,0,0,1,2
131332313,2,0,1,3,1,1,2
131332326,2,0,1,0,0,1,2
131332433,2,0,1,2,0,1,2
131332440,2,0,1,0,0,1,2
131332494,2,0,1,0,0,1,2
131332538,2,0,1,0,0,1,2
131332511,2,0,1,1,0,1,2
131332572,2,0,1,0,0,1,2
131332577,2,0,1,0,0,1,2
131332570,2,0,1,0,0,1,2
131332649,2,0,1,0,0,1,2
131332667,2,0,1,1,0,1,2
131332768,2,0,1,1,1,1,2
131332782,2,0,1,0,0,1,2
131332828,2,0,1,0,0,1,2
131332807,2,0,1,1,0,1,2
131332825,2,0,1,0,0,1,2
131332835,2,0,1,1,0,1,2
131332886,2,0,1,2,0,1,2
131332914,2,0,1,0,0,1,2
131332989,2,0,1,2,0,1,2
131332995,2,0,1,0,0,1,2
131333036,2,0,1,0,0,1,2
131333043,2,0,1,0,0,1,2
131333071,2,0,1,0,0,1,2
131333052,2,0,1,1,1,1,2
131333080,2,0,1,0,0,1,2
131333067,2,0,1,2,1,1,2
131333224,2,0,1,0,0,1,2
131333305,2,0,1,1,0,1,2
131333369,2,0,1,0,0,1,2
131333381,2,0,1,0,0,1,2
131333389,2,0,1,1,0,1,2
131333489,2,0,1,0,0,1,2
131333481,2,0,1,1,0,1,2
131333535,2,0,1,2,0,1,2
131333602,2,0,1,0,0,1,2
131333595,2,0,1,1,1,1,2
131333590,2,0,1,0,0,1,2
131333613,2,0,1,0,0,1,2
131333670,2,0,1,0,0,1,2
131333680,2,0,1,0,0,1,2
131333696,2,0,1,0,0,1,2
131333723,2,0,1,0,0,1,2
131333736,2,0,1,0,0,1,2
131333787,2,0,1,0,0,1,2
131333804,2,0,1,2,0,1,2
131333849,2,0,1,0,0,1,2
131333884,2,0,1,0,0,1,2
131333873,2,0,1,2,0,1,2
131333909,2,0,1,0,0,1,2
131333904,2,0,1,1,0,1,2
131333931,2,0,1,0,0,1,2
131333967,2,0,1,0,0,1,2
131333948,2,0,1,0,0,1,2
131334044,2,0,1,0,0,1,2
131334110,2,0,1,2,0,1,2
131334148,2,0,1,0,0,1,2
131334150,2,0,1,1,0,1,2
131334198,2,0,1,0,0,1,2
131334228,2,0,1,0,0,1,2
131334233,2,0,1,1,0,1,2
131334301,2,0,1,1,0,1,2
131334384,2,0,1,1,0,1,2
131334373,2,0,1,0,0,1,2
131334400,2,0,1,0,0,1,2
131334443,2,0,1,0,0,1,2
131334468,2,0,1,1,0,1,2
131334594,2,0,1,0,0,1,2
131334600,2,0,1,0,0,1,2
131334603,2,0,1,1,0,1,2
131334662,2,0,1,1,0,1,2
131334749,2,0,1,0,0,1,2
131334802,2,0,1,1,0,1,2
131334932,2,0,1,0,0,1,2
131334906,2,0,1,1,0,1,2
131334958,2,0,1,0,0,1,2
131334979,2,0,1,1,1,1,2
131334974,2,0,1,1,1,1,2
131335053,2,0,1,2,1,1,2
131335111,2,0,1,1,0,1,2
131335164,2,0,1,0,0,1,2
131335220,2,0,1,2,0,1,2
131335267,2,0,1,0,0,1,2
131335273,2,0,1,0,0,1,2
131335308,2,0,1,1,0,1,2
131335319,2,0,1,2,1,1,2
131335543,2,0,1,0,0,1,2
131335596,2,0,1,1,0,1,2
131335587,2,0,1,1,0,1,2
131335595,2,0,1,1,0,1,2
131335779,2,0,1,0,0,1,2
131335774,2,0,1,0,0,1,2
131335752,2,0,1,0,0,1,2
131335815,2,0,1,0,0,1,2
131335830,2,0,1,0,0,1,2
131335833,2,0,1,0,0,1,2
131335836,2,0,1,0,0,1,2
131335831,2,0,1,1,0,1,2
131335879,2,0,1,0,0,1,2
131335910,2,0,1,2,0,1,2
131336045,2,0,1,0,0,1,2
131336047,2,0,1,2,2,1,2
131336111,2,0,1,1,1,1,2
131336082,2,0,1,1,0,1,2
131336108,2,0,1,1,1,1,2
58430767,2,0,1,3,0,1,2
58430822,2,0,1,0,0,1,2
58430793,2,0,1,2,1,1,2
58430854,2,0,1,1,0,1,2
58430860,2,0,1,2,0,1,2
58430875,2,0,1,0,0,1,2
58430888,2,0,1,0,0,1,2
58430897,2,0,1,0,0,1,2
58430940,2,0,1,0,0,1,2
58430954,2,0,1,0,0,1,2
58430935,2,0,1,1,1,1,2
58430975,2,0,1,0,0,1,2
58430982,2,0,1,0,0,1,2
58431000,2,0,1,1,1,1,2
58431068,2,0,1,0,0,1,2
58431153,2,0,1,0,0,1,2
58431195,2,0,1,1,0,1,2
58431210,2,0,1,0,0,1,2
58431212,2,0,1,1,0,1,2
58431232,2,0,1,0,0,1,2
58431296,2,0,1,2,0,1,2
58431394,2,0,1,0,0,1,2
58431388,2,0,1,0,0,1,2
58431481,2,0,1,0,0,1,2
58431472,2,0,1,0,0,1,2
58431530,2,0,1,0,0,1,2
58431596,2,0,1,0,0,1,2
58431591,2,0,1,1,0,1,2
58431623,2,0,1,2,1,1,2
58431649,2,0,1,1,1,1,2
58431662,2,0,1,0,0,1,2
58431688,2,0,1,0,0,1,2
58431793,2,0,1,0,0,1,2
58431872,2,0,1,0,0,1,2
58431884,2,0,1,3,2,1,2
58431988,2,0,1,0,0,1,2
58432068,2,0,1,1,0,1,2
58432064,2,0,1,2,1,1,2
58432083,2,0,1,1,1,1,2
58432131,2,0,1,0,0,1,2
58432184,2,0,1,0,0,1,2
58432213,2,0,1,0,0,1,2
58432331,2,0,1,0,0,1,2
58432373,2,0,1,0,0,1,2
58432431,2,0,1,1,1,1,2
58432519,2,0,1,0,0,1,2
58432530,2,0,1,0,0,1,2
58432587,2,0,1,2,0,1,2
58432612,2,0,1,0,0,1,2
58432626,2,0,1,0,0,1,2
58432636,2,0,1,1,0,1,2
58432749,2,0,1,0,0,1,2
58432803,2,0,1,0,0,1,2
58432822,2,0,1,1,1,1,2
58432868,2,0,1,2,1,1,2
58432930,2,0,1,0,0,1,2
58432926,2,0,1,2,1,1,2
58432907,2,0,1,1,1,1,2
58432949,2,0,1,0,0,1,2
58432995,2,0,1,0,0,1,2
58433025,2,0,1,0,0,1,2
58433027,2,0,1,2,1,1,2
58433074,2,0,1,0,0,1,2
58433095,2,0,1,0,0,1,2
58433140,2,0,1,0,0,1,2
58433162,2,0,1,0,0,1,2
58433155,2,0,1,2,1,1,2
58433153,2,0,1,1,0,1,2
58433170,2,0,1,3,2,1,2
58433234,2,0,1,0,0,1,2
58433282,2,0,1,1,0,1,2
58433309,2,0,1,0,0,1,2
58433338,2,0,1,1,0,1,2
58433348,2,0,1,0,0,1,2
58433412,2,0,1,1,0,1,2
58433453,2,0,1,1,1,1,2
58433565,2,0,1,0,0,1,2
58433625,2,0,1,1,0,1,2
58433637,2,0,1,1,0,1,2
58433649,2,0,1,1,0,1,2
58433657,2,0,1,1,0,1,2
58433708,2,0,1,0,0,1,2
58433686,2,0,1,4,0,1,2
58433678,2,0,1,1,1,1,2
58433710,2,0,1,0,0,1,2
58433689,2,0,1,0,0,1,2
58433745,2,0,1,0,0,1,2
58433807,2,0,1,1,0,1,2
58433810,2,0,1,1,1,1,2
58433796,2,0,1,0,0,1,2
58433861,2,0,1,0,0,1,2
58433877,2,0,1,0,0,1,2
58433855,2,0,1,1,0,1,2
58433882,2,0,1,0,0,1,2
58433929,2,0,1,1,0,1,2
58434045,2,0,1,1,1,1,2
58434061,2,0,1,3,1,1,2
58434138,2,0,1,0,0,1,2
58434152,2,0,1,1,0,1,2
58434150,2,0,1,1,0,1,2
58434164,2,0,1,1,1,1,2
58434320,2,0,1,0,0,1,2
58434416,2,0,1,0,0,1,2
58434476,2,0,1,1,0,1,2
58434508,2,0,1,0,0,1,2
58434522,2,0,1,0,0,1,2
58434536,2,0,1,1,0,1,2
58434527,2,0,1,0,0,1,2
58434603,2,0,1,0,0,1,2
58434634,2,0,1,1,0,1,2
58434753,2,0,1,1,1,1,2
58434790,2,0,1,0,0,1,2
58434886,2,0,1,0,0,1,2
58434906,2,0,1,0,0,1,2
58434952,2,0,1,0,0,1,2
58434953,2,0,1,0,0,1,2
58435062,2,0,1,0,0,1,2
58435038,2,0,1,1,0,1,2
58435073,2,0,1,0,0,1,2
58435075,2,0,1,0,0,1,2
58435068,2,0,1,1,0,1,2
58435061,2,0,1,0,0,1,2
58435097,2,0,1,0,0,1,2
58435119,2,0,1,0,0,1,2
58435116,2,0,1,2,0,1,2
58435157,2,0,1,0,0,1,2
58435315,2,0,1,0,0,1,2
58435339,2,0,1,1,0,1,2
58435377,2,0,1,0,0,1,2
58435426,2,0,1,0,0,1,2
58435463,2,0,1,1,0,1,2
58435504,2,0,1,0,0,1,2
58435474,2,0,1,2,1,1,2
58435553,2,0,1,0,0,1,2
58435570,2,0,1,1,0,1,2
58435709,2,0,1,0,0,1,2
58435760,2,0,1,0,0,1,2
58435812,2,0,1,0,0,1,2
58435865,2,0,1,0,0,1,2
58435868,2,0,1,1,0,1,2
58435954,2,0,1,0,0,1,2
58435958,2,0,1,0,0,1,2
58435985,2,0,1,0,0,1,2
58435971,2,0,1,0,0,1,2
58435999,2,0,1,0,0,1,2
58436025,2,0,1,1,0,1,2
58436045,2,0,1,1,0,1,2
58436049,2,0,1,0,0,1,2
58436125,2,0,1,0,0,1,2
58436110,2,0,1,0,0,1,2
58436121,2,0,1,0,0,1,2
58436180,2,0,1,1,1,1,2
58436276,2,0,1,2,0,1,2
58436315,2,0,1,1,0,1,2
58436319,2,0,1,0,0,1,2
58436381,2,0,1,0,0,1,2
58436400,2,0,1,0,0,1,2
58436424,2,0,1,1,0,1,2
58436556,2,0,1,0,0,1,2
58436549,2,0,1,1,0,1,2
58436577,2,0,1,0,0,1,2
58436652,2,0,1,0,0,1,2
58436670,2,0,1,0,0,1,2
58436682,2,0,1,0,0,1,2
58436703,2,0,1,0,0,1,2
58436769,2,0,1,1,1,1,2
58436897,2,0,1,0,0,1,2
58436924,2,0,1,0,0,1,2
58436921,2,0,1,1,1,1,2
58436944,2,0,1,0,0,1,2
58436969,2,0,1,0,0,1,2
58436925,2,0,1,2,0,1,2
58437016,2,0,1,0,0,1,2
58437068,2,0,1,0,0,1,2
58437118,2,0,1,1,0,1,2
58437091,2,0,1,0,0,1,2
58437120,2,0,1,0,0,1,2
58437143,2,0,1,1,0,1,2
58437159,2,0,1,0,0,1,2
58437182,2,0,1,0,0,1,2
58437243,2,0,1,1,0,1,2
58437256,2,0,1,1,0,1,2
58437276,2,0,1,1,1,1,2
58437381,2,0,1,2,0,1,2
58437406,2,0,1,1,0,1,2
58437437,2,0,1,1,0,1,2
58437513,2,0,1,0,0,1,2
58437533,2,0,1,0,0,1,2
58437541,2,0,1,0,0,1,2
58437615,2,0,1,3,1,1,2
58437625,2,0,1,0,0,1,2
58437656,2,0,1,0,0,1,2
58437647,2,0,1,0,0,1,2
58437671,2,0,1,0,0,1,2
58437689,2,0,1,0,0,1,2
58437700,2,0,1,1,0,1,2
58437726,2,0,1,1,0,1,2
58437750,2,0,1,1,1,1,2
58437760,2,0,1,0,0,1,2
58437741,2,0,1,0,0,1,2
58437740,2,0,1,1,0,1,2
58437786,2,0,1,0,0,1,2
58437818,2,0,1,2,1,1,2
58437853,2,0,1,0,0,1,2
58437875,2,0,1,0,0,1,2
58437906,2,0,1,2,0,1,2
58437938,2,0,1,0,0,1,2
58437999,2,0,1,2,0,1,2
58438024,2,0,1,1,0,1,2
58438065,2,0,1,2,0,1,2
58438082,2,0,1,0,0,1,2
58438079,2,0,1,0,0,1,2
58438147,2,0,1,0,0,1,2
58438145,2,0,1,0,0,1,2
58438173,2,0,1,0,0,1,2
58438197,2,0,1,0,0,1,2
58438244,2,0,1,1,1,1,2
58438335,2,0,1,0,0,1,2
58438294,2,0,1,1,1,1,2
58438363,2,0,1,0,0,1,2
58438395,2,0,1,0,0,1,2
58438386,2,0,1,0,0,1,2
58438433,2,0,1,0,0,1,2
58438464,2,0,1,0,0,1,2
58438525,2,0,1,0,0,1,2
58438527,2,0,1,1,0,1,2
58438547,2,0,1,0,0,1,2
58438573,2,0,1,0,0,1,2
58438578,2,0,1,0,0,1,2
58438589,2,0,1,1,0,1,2
58438645,2,0,1,0,0,1,2
58438619,2,0,1,2,2,1,2
58438737,2,0,1,1,0,1,2
58438725,2,0,1,0,0,1,2
58438734,2,0,1,0,0,1,2
58438738,2,0,1,0,0,1,2
58438773,2,0,1,2,0,1,2
58438805,2,0,1,1,1,1,2
58438830,2,0,1,1,0,1,2
58438853,2,0,1,0,0,1,2
86083055,2,0,1,3,2,1,2
86083214,2,0,1,0,0,1,2
86083237,2,0,1,0,0,1,2
86083222,2,0,1,1,0,1,2
86083272,2,0,1,0,0,1,2
86083278,2,0,1,0,0,1,2
86083254,2,0,1,0,0,1,1
86083273,2,0,1,2,0,1,2
86083300,2,0,1,0,0,1,2
86083343,2,0,1,0,0,1,2
86083339,2,0,1,2,0,1,2
86083356,2,0,1,0,0,1,2
86083386,2,0,1,0,0,1,2
86083418,2,0,1,0,0,1,2
86083462,2,0,1,0,0,1,2
86083475,2,0,1,2,1,1,2
86083481,2,0,1,0,0,1,2
86083528,2,0,1,1,0,1,2
86083553,2,0,1,0,0,1,2
86083655,2,0,1,0,0,1,2
86083656,2,0,1,2,0,1,2
86083636,2,0,1,0,0,1,2
86083689,2,0,1,0,0,1,2
86083716,2,0,1,1,1,1,2
86083707,2,0,1,2,0,1,2
86083730,2,0,1,2,0,1,2
86083708,2,0,1,0,0,1,2
86083717,2,0,1,1,0,1,2
86083733,2,0,1,1,0,1,2
86083754,2,0,1,0,0,1,2
86083973,2,0,1,0,0,1,2
86083956,2,0,1,0,0,1,2
86083957,2,0,1,0,0,1,2
86084018,2,0,1,0,0,1,2
86084048,2,0,1,1,0,1,2
86084050,2,0,1,0,0,1,2
86084076,2,0,1,0,0,1,2
86084074,2,0,1,0,0,1,2
86084126,2,0,1,0,0,1,2
86084138,2,0,1,0,0,1,2
86084166,2,0,1,1,1,1,2
86084165,2,0,1,0,0,1,2
86084239,2,0,1,0,0,1,2
86084260,2,0,1,1,0,1,2
86084299,2,0,1,0,0,1,2
86084356,2,0,1,2,1,1,2
86084379,2,0,1,0,0,1,2
86084451,2,0,1,0,0,1,2
86084468,2,0,1,0,0,1,2
86084512,2,0,1,0,0,1,2
86084554,2,0,1,1,0,1,2
86084584,2,0,1,0,0,1,2
86084582,2,0,1,0,0,1,2
86084660,2,0,1,0,0,1,2
86084749,2,0,1,0,0,1,2
86084848,2,0,1,0,0,1,2
86084832,2,0,1,2,1,1,2
86084835,2,0,1,0,0,1,2
86084851,2,0,1,0,0,1,2
86084859,2,0,1,4,1,1,2
86084970,2,0,1,1,0,1,2
86084981,2,0,1,0,0,1,2
86084938,2,0,1,1,1,1,2
86084993,2,0,1,0,0,1,2
86085030,2,0,1,0,0,1,2
86085022,2,0,1,3,1,1,2
86085041,2,0,1,0,0,1,2
86085052,2,0,1,0,0,1,2
86085091,2,0,1,1,0,1,2
86085089,2,0,1,1,0,1,2
86085172,2,0,1,0,0,1,2
86085271,2,0,1,0,0,1,2
86085397,2,0,1,2,0,1,2
86085449,2,0,1,2,0,1,2
86085471,2,0,1,2,0,1,2
86085499,2,0,1,1,0,1,2
86085515,2,0,1,0,0,1,2
86085476,2,0,1,3,2,1,2
86085525,2,0,1,0,0,1,2
86085531,2,0,1,0,0,1,2
86085541,2,0,1,0,0,1,2
86085586,2,0,1,1,0,1,2
86085622,2,0,1,2,0,1,2
86085632,2,0,1,4,2,1,2
86085694,2,0,1,0,0,1,2
86085661,2,0,1,2,0,1,2
86085684,2,0,1,0,0,1,2
86085719,2,0,1,0,0,1,2
86096533,2,0,1,1,0,1,2
86096548,2,0,1,0,0,1,2
86096574,2,0,1,2,1,1,2
86096602,2,0,1,0,0,1,2
86096599,2,0,1,4,1,1,2
86096629,2,0,1,1,1,1,2
86096642,2,0,1,1,0,1,2
86096653,2,0,1,0,0,1,2
86096652,2,0,1,0,0,1,2
86096674,2,0,1,0,0,1,2
86096709,2,0,1,1,0,1,2
86096726,2,0,1,0,0,1,2
86096765,2,0,1,2,0,1,2
86096804,2,0,1,0,0,1,2
86096808,2,0,1,0,0,1,2
86096892,2,0,1,0,0,1,2
86096912,2,0,1,0,0,1,2
86097025,2,0,1,0,0,1,2
86097006,2,0,1,0,0,1,2
86097049,2,0,1,1,1,1,2
86097052,2,0,1,2,0,1,2
86097053,2,0,1,0,0,1,2
86097059,2,0,1,0,0,1,2
86097116,2,0,1,1,1,1,2
86097122,2,0,1,0,0,1,2
86097123,2,0,1,0,0,1,2
86097159,2,0,1,0,0,1,2
86097202,2,0,1,0,0,1,2
86097237,2,0,1,1,0,1,2
86097280,2,0,1,1,1,1,2
86097311,2,0,1,0,0,1,2
86097359,2,0,1,0,0,1,2
86097382,2,0,1,1,0,1,2
86097462,2,0,1,1,0,1,2
86097488,2,0,1,1,0,1,2
86097512,2,0,1,0,0,1,2
86097562,2,0,1,0,0,1,2
86097663,2,0,1,0,0,1,2
86097689,2,0,1,0,0,1,2
86097713,2,0,1,0,0,1,2
86097710,2,0,1,2,0,1,2
86097737,2,0,1,1,0,1,2
86097765,2,0,1,0,0,1,2
86097812,2,0,1,0,0,1,2
86097807,2,0,1,2,1,1,2
86097819,2,0,1,0,0,1,2
86097922,2,0,1,0,0,1,2
86097914,2,0,1,0,0,1,2
86097951,2,0,1,0,0,1,2
86097984,2,0,1,1,0,1,2
86098002,2,0,1,0,0,1,2
86098072,2,0,1,2,0,1,2
86098082,2,0,1,1,0,1,2
86098101,2,0,1,0,0,1,2
86098117,2,0,1,1,1,1,2
86098179,2,0,1,1,1,1,2
86098187,2,0,1,0,0,1,2
86098196,2,0,1,1,0,1,2
86098190,2,0,1,1,0,1,2
86098255,2,0,1,1,0,1,2
86098351,2,0,1,0,0,1,2
86098385,2,0,1,1,1,1,2
86098585,2,0,1,0,0,1,2
86098565,2,0,1,1,0,1,2
86098582,2,0,1,1,0,1,2
86098596,2,0,1,1,0,1,2
86098588,2,0,1,1,0,1,2
86098665,2,0,1,0,0,1,2
86098666,2,0,1,0,0,1,2
86098683,2,0,1,2,1,1,2
86098729,2,0,1,0,0,1,2
86098785,2,0,1,1,0,1,2
86098837,2,0,1,0,0,1,2
86098866,2,0,1,0,0,1,2
86098903,2,0,1,0,0,1,2
86098946,2,0,1,1,0,1,2
86098957,2,0,1,0,0,1,2
86098959,2,0,1,0,0,1,2
86098972,2,0,1,0,0,1,2
86098982,2,0,1,1,0,1,2
86099011,2,0,1,0,0,1,2
86099032,2,0,1,0,0,1,2
86099060,2,0,1,0,0,1,2
86099046,2,0,1,1,0,1,2
86099114,2,0,1,0,0,1,2
86099107,2,0,1,0,0,1,2
86099168,2,0,1,2,0,1,2
86099169,2,0,1,1,1,1,2
86099176,2,0,1,0,0,1,2
86099209,2,0,1,0,0,1,2
86099278,2,0,1,0,0,1,2
86099325,2,0,1,0,0,1,2
86099329,2,0,1,0,0,1,2
86099413,2,0,1,0,0,1,2
86099424,2,0,1,2,0,1,2
86099500,2,0,1,0,0,1,2
86099511,2,0,1,1,1,1,2
86099539,2,0,1,0,0,1,2
86099562,2,0,1,0,0,1,2
86099577,2,0,1,0,0,1,2
86099624,2,0,1,0,0,1,2
86099620,2,0,1,0,0,1,2
86099733,2,0,1,0,0,1,2
86099755,2,0,1,0,0,1,2
86099806,2,0,1,0,0,1,2
86099830,2,0,1,0,0,1,2
86099842,2,0,1,0,0,1,2
86099829,2,0,1,0,0,1,2
86099871,2,0,1,0,0,1,2
86099891,2,0,1,0,0,1,2
86099935,2,0,1,0,0,1,2
86099978,2,0,1,0,0,1,2
