Event, nTightEle, nTightMu, hasOS, nJets, nBJets, hasZCand, nGenMatchedLeptons
139943795,2,0,1,0,0,1,2
139943882,2,0,1,0,0,1,2
139943879,2,0,1,1,1,1,2
139943880,2,0,1,0,0,1,2
139943893,2,0,1,0,0,1,2
139943941,2,0,1,0,0,1,2
139943940,2,0,1,1,0,1,2
139943962,2,0,1,1,1,1,2
139943990,2,0,1,2,1,1,2
139944044,2,0,1,1,0,1,2
139944077,2,0,1,0,0,1,2
139944110,2,0,1,0,0,1,2
139944237,2,0,1,0,0,1,2
139944289,2,0,1,2,0,1,2
139944358,2,0,1,2,0,1,2
139944386,2,0,1,0,0,1,2
139944393,2,0,1,0,0,1,2
139944411,2,0,1,0,0,1,2
139944405,2,0,1,1,0,1,2
139944403,2,0,1,0,0,1,2
139944414,2,0,1,0,0,1,2
139944474,2,0,1,1,0,1,2
139944482,2,0,1,0,0,1,2
139944505,2,0,1,1,0,1,2
139944510,2,0,1,1,1,1,2
139944517,2,0,1,2,0,1,2
139944535,2,0,1,0,0,1,2
139944546,2,0,1,0,0,1,2
139944608,2,0,1,0,0,1,0
139944715,2,0,1,0,0,1,2
139944725,2,0,1,0,0,1,2
139944719,2,0,1,3,0,1,2
139944722,2,0,1,0,0,1,2
139944764,2,0,1,0,0,1,2
139944742,2,0,1,1,0,1,2
139944772,2,0,1,0,0,1,2
139944823,2,0,1,0,0,1,2
139944888,2,0,1,0,0,1,2
139944882,2,0,1,0,0,1,2
139944891,2,0,1,0,0,1,2
139944951,2,0,1,0,0,1,2
139944969,2,0,1,1,0,1,2
139944996,2,0,1,0,0,1,2
139944994,2,0,1,0,0,1,2
139945046,2,0,1,0,0,1,2
139945052,2,0,1,1,0,1,2
139945050,2,0,1,0,0,1,2
139945116,2,0,1,0,0,1,2
139945119,2,0,1,0,0,1,2
139945164,2,0,1,0,0,1,2
139945215,2,0,1,0,0,1,2
139945243,2,0,1,0,0,1,2
139945280,2,0,1,0,0,1,2
139945345,2,0,1,0,0,1,2
139945361,2,0,1,1,0,1,2
139945404,2,0,1,0,0,1,2
139945430,2,0,1,1,0,1,2
139945412,2,0,1,0,0,1,2
139945407,2,0,1,1,1,1,2
139945506,2,0,1,0,0,1,2
139945561,2,0,1,0,0,1,2
139945601,2,0,1,0,0,1,2
139945668,2,0,1,1,1,1,2
139945729,2,0,1,1,0,1,2
139945726,2,0,1,0,0,1,2
139945731,2,0,1,1,0,1,2
139945768,2,0,1,0,0,1,2
139945780,2,0,1,1,1,1,2
139945788,2,0,1,0,0,1,2
139945806,2,0,1,1,0,1,2
139945822,2,0,1,1,0,1,2
139945860,2,0,1,0,0,1,2
139945913,2,0,1,0,0,1,2
139945917,2,0,1,0,0,1,2
139945947,2,0,1,0,0,1,2
139946025,2,0,1,0,0,1,2
139946015,2,0,1,2,0,1,2
139946060,2,0,1,0,0,1,2
139946126,2,0,1,0,0,1,2
139946141,2,0,1,0,0,1,2
139946123,2,0,1,0,0,1,2
139946161,2,0,1,0,0,1,2
139946231,2,0,1,0,0,1,2
139946212,2,0,1,0,0,1,2
139946241,2,0,1,1,0,1,2
139946317,2,0,1,0,0,1,2
139946333,2,0,1,2,1,1,2
139946372,2,0,1,0,0,1,2
139946351,2,0,1,0,0,1,2
139946551,2,0,1,0,0,1,2
139946571,2,0,1,3,0,1,2
139946600,2,0,1,0,0,1,2
139946607,2,0,1,1,0,1,2
139946697,2,0,1,2,0,1,2
139946795,2,0,1,0,0,1,2
139946860,2,0,1,1,0,1,2
139946859,2,0,1,0,0,1,2
139946894,2,0,1,0,0,1,2
139946880,2,0,1,1,1,1,2
139946886,2,0,1,2,0,1,2
139947007,2,0,1,0,0,1,2
139947127,2,0,1,0,0,1,2
139947150,2,0,1,1,1,1,2
139947183,2,0,1,0,0,1,2
139947225,2,0,1,0,0,1,2
139947255,2,0,1,0,0,1,2
139947271,2,0,1,0,0,1,2
139947319,2,0,1,0,0,1,2
139947306,2,0,1,0,0,1,2
139947367,2,0,1,0,0,1,2
139947401,2,0,1,0,0,1,2
139947408,2,0,1,1,1,1,2
139947394,2,0,1,1,0,1,2
139947411,2,0,1,1,0,1,2
139947415,2,0,1,0,0,1,2
139947463,2,0,1,0,0,1,2
139947504,2,0,1,2,0,1,2
139947576,2,0,1,3,0,1,2
139947589,2,0,1,0,0,1,2
139947596,2,0,1,0,0,1,2
139947609,2,0,1,0,0,1,2
139947628,2,0,1,0,0,1,2
139947707,2,0,1,0,0,1,2
139947704,2,0,1,0,0,1,2
139947705,2,0,1,0,0,1,2
139947738,2,0,1,0,0,1,2
139947719,2,0,1,1,1,1,2
139947823,2,0,1,1,0,1,2
139947895,2,0,1,0,0,1,2
139947878,2,0,1,1,1,1,2
139947917,2,0,1,0,0,1,2
139947963,2,0,1,2,1,1,2
139947981,2,0,1,0,0,1,2
139948005,2,0,1,0,0,1,2
139948013,2,0,1,0,0,1,2
139947995,2,0,1,0,0,1,2
139947997,2,0,1,1,0,1,2
139948028,2,0,1,0,0,1,2
139948006,2,0,1,0,0,1,2
139948048,2,0,1,0,0,1,2
139948124,2,0,1,0,0,1,2
139948249,2,0,1,0,0,1,2
139948246,2,0,1,1,0,1,2
139948324,2,0,1,1,0,1,2
139948363,2,0,1,0,0,1,2
139948418,2,0,1,0,0,1,2
139948458,2,0,1,0,0,1,2
139948505,2,0,1,2,0,1,2
139948522,2,0,1,0,0,1,2
139948528,2,0,1,0,0,1,2
139948543,2,0,1,1,0,1,2
139948582,2,0,1,0,0,1,2
139948592,2,0,1,0,0,1,2
139948614,2,0,1,0,0,1,2
139948631,2,0,1,4,1,1,2
139948717,2,0,1,1,1,1,2
139948752,2,0,1,0,0,1,2
139948761,2,0,1,2,0,1,2
139948879,2,0,1,0,0,1,2
139948926,2,0,1,0,0,1,2
139948973,2,0,1,1,0,1,2
139949035,2,0,1,1,0,1,2
139949076,2,0,1,0,0,1,2
139949091,2,0,1,1,0,1,2
139949129,2,0,1,2,0,1,2
139949153,2,0,1,0,0,1,2
139949170,2,0,1,0,0,1,2
139949254,2,0,1,0,0,1,2
139949317,2,0,1,0,0,1,2
139949328,2,0,1,0,0,1,2
139949359,2,0,1,0,0,1,2
139949419,2,0,1,0,0,1,2
139949440,2,0,1,0,0,1,2
139949447,2,0,1,1,0,1,2
139949458,2,0,1,0,0,1,2
139949482,2,0,1,1,0,1,2
139949519,2,0,1,0,0,1,2
139949533,2,0,1,0,0,1,2
139949529,2,0,1,0,0,1,2
139949530,2,0,1,0,0,1,2
139949558,2,0,1,2,0,1,2
139949565,2,0,1,2,0,1,2
139949634,2,0,1,0,0,1,2
139949674,2,0,1,0,0,1,2
139949694,2,0,1,2,1,1,2
139949695,2,0,1,2,0,1,2
139949718,2,0,1,3,1,1,2
139949762,2,0,1,0,0,1,2
139949808,2,0,1,1,0,1,2
139949818,2,0,1,0,0,1,2
139950000,2,0,1,1,0,1,2
139950024,2,0,1,0,0,1,2
139950039,2,0,1,0,0,1,2
139950103,2,0,1,0,0,1,2
139950122,2,0,1,0,0,1,2
139950125,2,0,1,1,0,1,2
139950142,2,0,1,1,1,1,2
139950162,2,0,1,1,0,1,2
139950188,2,0,1,1,0,1,2
139950226,2,0,1,0,0,1,2
139950344,2,0,1,0,0,1,2
139950390,2,0,1,0,0,1,2
139950395,2,0,1,0,0,1,2
139950401,2,0,1,0,0,1,2
139950474,2,0,1,2,1,1,2
139950469,2,0,1,0,0,1,2
139950488,2,0,1,0,0,1,2
139950623,2,0,1,1,0,1,2
139950676,2,0,1,0,0,1,2
139950704,2,0,1,0,0,1,2
139950695,2,0,1,0,0,1,2
139950740,2,0,1,2,1,1,2
139950766,2,0,1,0,0,1,2
139950776,2,0,1,0,0,1,2
139950826,2,0,1,0,0,1,2
139950873,2,0,1,0,0,1,2
139950879,2,0,1,0,0,1,2
139950890,2,0,1,0,0,1,2
139950917,2,0,1,0,0,1,2
139950932,2,0,1,1,0,1,2
139950960,2,0,1,0,0,1,2
139951001,2,0,1,2,0,1,2
139951042,2,0,1,0,0,1,2
139951033,2,0,1,0,0,1,2
139951077,2,0,1,0,0,1,2
139951113,2,0,1,1,0,1,2
139951187,2,0,1,0,0,1,2
139951172,2,0,1,0,0,1,2
139951169,2,0,1,1,1,1,2
139951228,2,0,1,0,0,1,2
139951205,2,0,1,1,0,1,2
139951277,2,0,1,3,3,1,2
139951288,2,0,1,2,0,1,2
139951294,2,0,1,2,0,1,2
139951289,2,0,1,1,0,1,2
139951344,2,0,1,0,0,1,2
139951398,2,0,1,0,0,1,2
139951422,2,0,1,0,0,1,2
139951449,2,0,1,1,1,1,2
139951495,2,0,1,0,0,1,2
139951520,2,0,1,0,0,1,2
139951512,2,0,1,0,0,1,2
139951542,2,0,1,0,0,1,2
139951576,2,0,1,2,1,1,2
139951716,2,0,1,0,0,1,2
139951725,2,0,1,2,0,1,2
139951805,2,0,1,0,0,1,2
139951845,2,0,1,0,0,1,2
139951874,2,0,1,1,0,1,2
139951925,2,0,1,2,0,1,2
139951986,2,0,1,0,0,1,2
139951985,2,0,1,4,1,1,2
139952035,2,0,1,1,1,1,2
139952011,2,0,1,1,0,1,2
139952038,2,0,1,0,0,1,2
139952069,2,0,1,1,1,1,2
139952097,2,0,1,0,0,1,2
139952104,2,0,1,0,0,1,2
139952160,2,0,1,1,0,1,2
139952156,2,0,1,0,0,1,2
139952241,2,0,1,0,0,1,2
139952294,2,0,1,0,0,1,2
139952298,2,0,1,1,1,1,2
139952361,2,0,1,0,0,1,2
139952386,2,0,1,0,0,1,2
139952391,2,0,1,0,0,1,2
139952422,2,0,1,0,0,1,2
139952473,2,0,1,0,0,1,2
139952653,2,0,1,0,0,1,2
139952756,2,0,1,0,0,1,2
139952761,2,0,1,1,0,1,2
139952787,2,0,1,0,0,1,2
139952767,2,0,1,2,1,1,2
291200074,2,0,1,1,0,1,2
291200146,2,0,1,0,0,1,2
291200173,2,0,1,0,0,1,2
291200187,2,0,1,0,0,1,2
291200230,2,0,1,1,0,1,2
291200272,2,0,1,0,0,1,2
291200297,2,0,1,1,1,1,2
291200298,2,0,1,1,0,1,2
291200366,2,0,1,1,0,1,2
291200437,2,0,1,0,0,1,2
291200446,2,0,1,0,0,1,2
291200477,2,0,1,0,0,1,2
291200512,2,0,1,1,0,1,2
291200505,2,0,1,0,0,1,2
291200561,2,0,1,2,0,1,2
291200552,2,0,1,1,1,1,2
291200605,2,0,1,0,0,1,2
291200625,2,0,1,1,1,1,2
291200674,2,0,1,1,0,1,2
291200669,2,0,1,1,0,1,2
291200713,2,0,1,0,0,1,2
291200699,2,0,1,0,0,1,2
291200778,2,0,1,1,0,1,2
291200889,2,0,1,2,1,1,2
291200915,2,0,1,1,0,1,2
291200945,2,0,1,0,0,1,2
291200948,2,0,1,0,0,1,2
291200949,2,0,1,2,0,1,0
291200999,2,0,1,1,0,1,2
291201020,2,0,1,0,0,1,2
291201098,2,0,1,1,1,1,2
291201140,2,0,1,2,0,1,2
291201174,2,0,1,1,0,1,2
291201216,2,0,1,0,0,1,2
291201243,2,0,1,1,0,1,2
291201268,2,0,1,0,0,1,2
291201246,2,0,1,0,0,1,2
291201326,2,0,1,0,0,1,2
291201345,2,0,1,0,0,1,2
291201336,2,0,1,3,2,1,2
291201385,2,0,1,0,0,1,2
291201414,2,0,1,0,0,1,2
291201423,2,0,1,0,0,1,2
291201406,2,0,1,1,1,1,2
291201435,2,0,1,0,0,1,2
291201468,2,0,1,0,0,1,2
291201485,2,0,1,1,1,1,2
291201618,2,0,1,1,0,1,2
291201626,2,0,1,0,0,1,2
291201775,2,0,1,1,0,1,2
291201810,2,0,1,0,0,1,2
291201857,2,0,1,1,1,1,2
291201933,2,0,1,0,0,1,2
291201970,2,0,1,0,0,1,2
291202046,2,0,1,1,1,1,2
291202071,2,0,1,1,0,1,2
291202128,2,0,1,0,0,1,2
291202134,2,0,1,0,0,1,2
291202194,2,0,1,0,0,1,2
291202232,2,0,1,0,0,1,0
291202215,2,0,1,0,0,1,2
291202301,2,0,1,1,0,1,2
291202314,2,0,1,0,0,1,2
291202358,2,0,1,0,0,1,2
291202367,2,0,1,0,0,1,2
291202409,2,0,1,2,0,1,2
291202448,2,0,1,1,0,1,2
291202464,2,0,1,0,0,1,2
291202501,2,0,1,0,0,1,2
291202490,2,0,1,1,0,1,2
291202528,2,0,1,1,1,1,2
291202533,2,0,1,0,0,1,2
291202562,2,0,1,1,0,1,2
291202537,2,0,1,0,0,1,2
291202603,2,0,1,1,0,1,2
291202608,2,0,1,0,0,1,2
291202669,2,0,1,1,0,1,2
291202699,2,0,1,2,0,1,2
291202738,2,0,1,0,0,1,2
291202768,2,0,1,0,0,1,2
291202836,2,0,1,1,1,1,2
291202990,2,0,1,0,0,1,2
291203027,2,0,1,0,0,1,2
291203049,2,0,1,0,0,1,2
291203072,2,0,1,1,1,1,2
291203081,2,0,1,0,0,1,2
291203090,2,0,1,0,0,1,2
291203106,2,0,1,0,0,1,2
291203109,2,0,1,0,0,1,2
291203185,2,0,1,0,0,1,2
291203195,2,0,1,0,0,1,2
291203196,2,0,1,0,0,1,2
291203254,2,0,1,0,0,1,2
291203250,2,0,1,0,0,1,2
291203303,2,0,1,2,0,1,2
291203336,2,0,1,1,0,1,2
291203354,2,0,1,0,0,1,2
291203390,2,0,1,1,0,1,2
291203476,2,0,1,0,0,1,2
291203506,2,0,1,1,0,1,2
291203518,2,0,1,3,0,1,2
291203558,2,0,1,0,0,1,2
291203562,2,0,1,1,0,1,2
291203566,2,0,1,0,0,1,2
291203604,2,0,1,1,0,1,2
291203669,2,0,1,0,0,1,2
291203717,2,0,1,0,0,1,2
291203800,2,0,1,0,0,1,2
291203871,2,0,1,1,0,1,2
291203866,2,0,1,1,0,1,2
291203908,2,0,1,0,0,1,2
291203926,2,0,1,0,0,1,2
291204009,2,0,1,2,0,1,2
291204083,2,0,1,0,0,1,2
291204109,2,0,1,0,0,1,2
291204186,2,0,1,1,0,1,2
291204206,2,0,1,2,1,1,2
291204202,2,0,1,1,1,1,2
291204285,2,0,1,0,0,1,2
291204332,2,0,1,0,0,1,2
291204368,2,0,1,1,0,1,2
291204388,2,0,1,0,0,1,2
291204420,2,0,1,1,0,1,2
291204428,2,0,1,2,2,1,2
291204543,2,0,1,0,0,1,2
291204532,2,0,1,1,0,1,2
291204586,2,0,1,0,0,1,2
291204675,2,0,1,1,1,1,2
291204750,2,0,1,0,0,1,2
291204756,2,0,1,0,0,1,2
291204811,2,0,1,0,0,1,2
291204889,2,0,1,0,0,1,2
291204948,2,0,1,0,0,1,2
291204949,2,0,1,0,0,1,2
291204979,2,0,1,0,0,1,2
291205116,2,0,1,0,0,1,2
291205129,2,0,1,0,0,1,2
291205182,2,0,1,0,0,1,2
291205183,2,0,1,0,0,1,2
291205224,2,0,1,0,0,1,2
291205262,2,0,1,1,0,1,2
291205249,2,0,1,1,1,1,2
291205318,2,0,1,2,0,1,2
291205327,2,0,1,0,0,1,2
291205332,2,0,1,0,0,1,2
410066333,2,0,1,0,0,1,2
410066332,2,0,1,1,1,1,2
410066360,2,0,1,1,0,1,2
410066365,2,0,1,2,1,1,2
410066426,2,0,1,2,0,1,2
410066466,2,0,1,0,0,1,2
410066485,2,0,1,0,0,1,2
410066516,2,0,1,0,0,1,2
410066590,2,0,1,1,0,1,2
410066609,2,0,1,1,0,1,2
410066621,2,0,1,0,0,1,2
410066659,2,0,1,0,0,1,2
410066663,2,0,1,0,0,1,2
410066680,2,0,1,1,0,1,2
410066674,2,0,1,1,0,1,2
410066690,2,0,1,0,0,1,2
410066696,2,0,1,0,0,1,2
410066798,2,0,1,2,2,1,2
410066787,2,0,1,0,0,1,2
410066805,2,0,1,0,0,1,2
410066832,2,0,1,0,0,1,2
410066854,2,0,1,1,0,1,2
410066855,2,0,1,4,3,1,2
410066871,2,0,1,0,0,1,2
410066888,2,0,1,0,0,1,2
410066891,2,0,1,1,0,1,2
410067094,2,0,1,1,1,1,2
410067108,2,0,1,0,0,1,2
410067222,2,0,1,0,0,1,2
410067253,2,0,1,1,1,1,2
410067263,2,0,1,0,0,1,2
410067274,2,0,1,0,0,1,2
410067316,2,0,1,0,0,1,2
410067326,2,0,1,0,0,1,2
410067407,2,0,1,0,0,1,2
410067415,2,0,1,0,0,1,2
410067405,2,0,1,0,0,1,2
410067452,2,0,1,0,0,1,2
410067466,2,0,1,1,1,1,2
410067495,2,0,1,0,0,1,2
410067494,2,0,1,0,0,1,2
410067578,2,0,1,1,0,1,2
410067568,2,0,1,3,1,1,2
410067604,2,0,1,1,0,1,2
410067629,2,0,1,0,0,1,2
410067623,2,0,1,2,1,1,2
410067660,2,0,1,1,0,1,2
410067671,2,0,1,0,0,1,2
410067869,2,0,1,0,0,1,2
410067964,2,0,1,3,1,1,2
410067969,2,0,1,1,0,1,2
410068015,2,0,1,1,0,1,2
410068066,2,0,1,0,0,1,2
410068114,2,0,1,0,0,1,2
410068102,2,0,1,1,0,1,2
410068124,2,0,1,0,0,1,2
410068163,2,0,1,0,0,1,2
410068160,2,0,1,1,0,1,2
410068173,2,0,1,1,0,1,2
410068369,2,0,1,0,0,1,2
410068368,2,0,1,0,0,1,2
410068424,2,0,1,0,0,1,2
410068422,2,0,1,0,0,1,2
410068503,2,0,1,0,0,1,2
410068539,2,0,1,1,0,1,2
410068578,2,0,1,0,0,1,2
410068593,2,0,1,0,0,1,2
410068639,2,0,1,0,0,1,2
410068649,2,0,1,1,0,1,2
410068643,2,0,1,0,0,1,2
410068655,2,0,1,0,0,1,2
410068710,2,0,1,0,0,1,2
410068725,2,0,1,0,0,1,2
410068796,2,0,1,0,0,1,2
410068778,2,0,1,0,0,1,2
410068812,2,0,1,0,0,1,2
410068843,2,0,1,1,0,1,2
410068910,2,0,1,0,0,1,2
410068914,2,0,1,1,0,1,2
410068937,2,0,1,0,0,1,2
410069021,2,0,1,0,0,1,2
410069093,2,0,1,0,0,1,2
410069057,2,0,1,0,0,1,2
410069161,2,0,1,0,0,1,2
410069207,2,0,1,0,0,1,2
410069204,2,0,1,3,2,1,2
410069289,2,0,1,0,0,1,2
410069310,2,0,1,3,0,1,2
410069336,2,0,1,0,0,1,2
410069427,2,0,1,0,0,1,2
410069451,2,0,1,0,0,1,2
410069528,2,0,1,1,0,1,2
410069533,2,0,1,1,1,1,2
410069592,2,0,1,0,0,1,2
410069601,2,0,1,1,1,1,2
410069623,2,0,1,2,2,1,2
410069652,2,0,1,0,0,1,2
410069677,2,0,1,0,0,1,2
410069730,2,0,1,0,0,1,2
410069755,2,0,1,0,0,1,2
410069765,2,0,1,0,0,1,2
410069766,2,0,1,0,0,1,2
410069852,2,0,1,1,0,1,2
410069851,2,0,1,0,0,1,2
410069882,2,0,1,0,0,1,2
410069907,2,0,1,0,0,1,2
410069919,2,0,1,1,0,1,2
410069984,2,0,1,0,0,1,2
410069999,2,0,1,0,0,1,2
410070003,2,0,1,1,0,1,2
410070093,2,0,1,0,0,1,2
410070098,2,0,1,0,0,1,2
410070090,2,0,1,0,0,1,2
410070086,2,0,1,1,0,1,2
410070110,2,0,1,1,0,1,2
410070131,2,0,1,0,0,1,2
410070220,2,0,1,0,0,1,2
410070278,2,0,1,0,0,1,2
410070337,2,0,1,0,0,1,2
410070368,2,0,1,1,0,1,2
410070428,2,0,1,0,0,1,2
410070455,2,0,1,0,0,1,2
410070457,2,0,1,0,0,1,2
410070460,2,0,1,0,0,1,2
410070472,2,0,1,0,0,1,2
410070486,2,0,1,0,0,1,2
410070562,2,0,1,0,0,1,2
410070645,2,0,1,0,0,1,2
410070682,2,0,1,0,0,1,2
410070693,2,0,1,1,0,1,2
410070706,2,0,1,0,0,1,2
410070713,2,0,1,0,0,1,2
410070740,2,0,1,0,0,1,2
410070773,2,0,1,0,0,1,2
410070850,2,0,1,0,0,1,2
410070870,2,0,1,0,0,1,2
410070921,2,0,1,0,0,1,2
410070928,2,0,1,1,0,1,2
410070991,2,0,1,1,0,1,2
410071018,2,0,1,0,0,1,2
410070956,2,0,1,1,0,1,2
410071019,2,0,1,2,0,1,2
410071096,2,0,1,0,0,1,2
410071115,2,0,1,2,0,1,2
410071188,2,0,1,1,1,1,2
410071190,2,0,1,0,0,1,2
410071208,2,0,1,0,0,1,2
410071221,2,0,1,2,0,1,2
410071254,2,0,1,2,0,1,2
410071298,2,0,1,1,0,1,2
410071375,2,0,1,0,0,1,2
410071364,2,0,1,0,0,1,2
410071394,2,0,1,0,0,1,2
410071411,2,0,1,0,0,1,2
410071406,2,0,1,1,1,1,2
410071433,2,0,1,1,0,1,2
410071467,2,0,1,0,0,1,2
410071589,2,0,1,0,0,1,2
410071614,2,0,1,1,0,1,2
410071638,2,0,1,0,0,1,2
410071651,2,0,1,0,0,1,2
410071640,2,0,1,0,0,1,2
410071646,2,0,1,3,0,1,2
410071712,2,0,1,1,0,1,2
410071782,2,0,1,1,0,1,1
410071796,2,0,1,0,0,1,2
410071834,2,0,0,2,1,1,4
410071879,2,0,1,2,1,1,2
410071896,2,0,1,1,0,1,2
410071947,2,0,1,1,0,1,2
410071966,2,0,1,2,0,1,2
410071981,2,0,1,0,0,1,2
410071994,2,0,1,0,0,1,2
410072056,2,0,1,1,0,1,2
410072058,2,0,1,0,0,1,2
410072089,2,0,1,0,0,1,2
410072100,2,0,1,1,0,1,2
410072104,2,0,1,0,0,1,2
410072143,2,0,1,0,0,1,2
410072200,2,0,1,1,0,1,2
410072291,2,0,1,1,0,1,2
410072304,2,0,1,0,0,1,2
410072310,2,0,1,2,1,1,2
410072353,2,0,1,0,0,1,2
410072402,2,0,1,1,0,1,1
410072403,2,0,1,0,0,1,2
410072427,2,0,1,1,0,1,2
410072539,2,0,1,0,0,1,2
410072576,2,0,1,1,0,1,2
410072572,2,0,1,0,0,1,2
410072590,2,0,1,1,1,1,2
410072736,2,0,1,0,0,1,2
410072727,2,0,1,0,0,1,2
410072750,2,0,1,0,0,1,2
410072754,2,0,1,1,1,1,2
410072792,2,0,1,0,0,1,2
410072828,2,0,1,0,0,1,2
410072847,2,0,1,0,0,1,2
410072859,2,0,1,0,0,1,2
410072863,2,0,1,0,0,1,2
410072874,2,0,1,1,0,1,2
410072901,2,0,1,0,0,1,2
410072908,2,0,1,0,0,1,2
410072929,2,0,1,0,0,1,2
410072907,2,0,1,4,0,1,2
410072964,2,0,1,2,0,1,2
410072974,2,0,1,1,1,1,2
410073009,2,0,1,0,0,1,2
410073058,2,0,1,2,0,1,2
410073063,2,0,1,0,0,1,2
410073046,2,0,1,0,0,1,2
410073104,2,0,1,1,0,1,2
410073146,2,0,1,1,0,1,2
410073153,2,0,1,0,0,1,2
410073160,2,0,1,0,0,1,2
410073175,2,0,1,0,0,1,2
410073221,2,0,1,1,0,1,2
410073216,2,0,1,0,0,1,2
410073223,2,0,1,0,0,1,2
410073217,2,0,1,0,0,1,2
410073243,2,0,1,1,0,1,2
410073513,2,0,1,0,0,1,2
410073521,2,0,1,1,1,1,2
410073539,2,0,1,0,0,1,2
410073536,2,0,1,1,0,1,2
410073550,2,0,1,0,0,1,2
410073549,2,0,1,0,0,1,2
410073573,2,0,1,0,0,1,2
410073592,2,0,1,0,0,1,2
410073602,2,0,1,0,0,1,2
410073691,2,0,1,1,0,1,2
410073720,2,0,1,2,1,1,2
410073837,2,0,1,3,2,1,2
410073885,2,0,1,1,0,1,1
410073939,2,0,1,2,1,1,2
410073962,2,0,1,1,1,1,2
410073952,2,0,1,0,0,1,2
410073995,2,0,1,0,0,1,2
410074027,2,0,1,0,0,1,2
410074035,2,0,1,0,0,1,2
410074056,2,0,1,0,0,1,2
410074071,2,0,1,0,0,1,2
410074090,2,0,1,1,0,1,2
410074192,2,0,1,0,0,1,2
410074206,2,0,1,1,0,1,2
410074197,2,0,1,0,0,1,2
410074221,2,0,1,0,0,1,2
410074218,2,0,1,0,0,1,2
410074252,2,0,1,0,0,1,2
410074281,2,0,1,2,0,1,2
410074412,2,0,1,1,0,1,2
406907836,2,0,1,7,0,1,2
406907860,2,0,1,1,0,1,2
406907845,2,0,1,0,0,1,2
406907886,2,0,1,0,0,1,2
406907961,2,0,1,1,0,1,2
406908021,2,0,1,1,0,1,2
406908069,2,0,1,0,0,1,2
406908080,2,0,1,0,0,1,2
406908085,2,0,1,0,0,1,2
406908124,2,0,1,0,0,1,2
406908202,2,0,1,2,2,1,2
406908200,2,0,1,1,0,1,2
406908250,2,0,1,0,0,1,2
406908274,2,0,1,0,0,1,2
406908340,2,0,1,0,0,1,2
406908415,2,0,1,0,0,1,2
406908436,2,0,1,0,0,1,2
406908463,2,0,1,0,0,1,2
406908513,2,0,1,1,0,1,2
406908538,2,0,1,1,1,1,2
406908591,2,0,1,0,0,1,2
406908627,2,0,1,1,0,1,2
406908619,2,0,1,1,1,1,2
406908678,2,0,1,0,0,1,2
406908703,2,0,1,1,0,1,2
406908739,2,0,1,0,0,1,2
406908828,2,0,1,0,0,1,2
406908892,2,0,1,0,0,1,2
406908931,2,0,1,1,0,1,2
406908997,2,0,1,2,0,1,2
406909051,2,0,1,0,0,1,2
406909088,2,0,1,0,0,1,2
406909106,2,0,1,0,0,1,2
406909167,2,0,1,0,0,1,2
406909185,2,0,1,0,0,1,2
406909200,2,0,1,0,0,1,2
406909224,2,0,1,1,0,1,2
406909263,2,0,1,2,0,1,2
406909314,2,0,1,1,0,1,2
406909329,2,0,1,0,0,1,2
406909363,2,0,1,0,0,1,2
406909419,2,0,1,0,0,1,2
406909467,2,0,1,0,0,1,2
406909520,2,0,1,0,0,1,2
406909516,2,0,1,1,1,1,2
406909621,2,0,1,3,0,1,2
406909676,2,0,1,0,0,1,2
406909674,2,0,1,0,0,1,2
406909685,2,0,1,0,0,1,2
406909738,2,0,1,0,0,1,2
406909839,2,0,1,0,0,1,2
406909896,2,0,1,1,1,1,2
406909881,2,0,1,1,0,1,2
406909915,2,0,1,0,0,1,2
406909932,2,0,1,0,0,1,2
406909961,2,0,1,0,0,1,2
406909970,2,0,1,0,0,1,2
406910076,2,0,1,1,1,1,2
406910090,2,0,1,1,1,1,2
406910091,2,0,1,1,0,1,2
406910156,2,0,1,1,0,1,2
406910142,2,0,1,2,1,1,2
406910341,2,0,1,0,0,1,2
406910352,2,0,1,0,0,1,2
406910379,2,0,1,1,0,1,2
406910383,2,0,1,3,2,1,2
530718750,2,0,1,0,0,1,2
530718808,2,0,1,0,0,1,2
530718889,2,0,1,2,1,1,2
530718879,2,0,1,0,0,1,2
530718896,2,0,1,1,0,1,2
530718891,2,0,1,3,1,1,2
530718958,2,0,1,1,0,1,2
530718989,2,0,1,2,0,1,2
530719007,2,0,1,1,0,1,2
530719011,2,0,1,0,0,1,2
530719020,2,0,1,1,0,1,2
530719025,2,0,1,0,0,1,2
530719040,2,0,1,0,0,1,2
530719077,2,0,1,0,0,1,2
530719084,2,0,1,0,0,1,2
530719203,2,0,1,0,0,1,2
530719200,2,0,1,0,0,1,2
530719293,2,0,1,0,0,1,2
530719312,2,0,1,2,0,1,2
530719353,2,0,1,1,0,1,2
530719423,2,0,1,0,0,1,2
530719421,2,0,1,0,0,1,2
530719401,2,0,1,0,0,1,2
530719435,2,0,1,1,0,1,2
530719462,2,0,1,1,1,1,2
530719503,2,0,1,0,0,1,2
530719487,2,0,1,1,1,1,2
530719561,2,0,1,0,0,1,2
530719656,2,0,1,0,0,1,2
530719685,2,0,1,0,0,1,2
530719708,2,0,1,0,0,1,2
530719758,2,0,1,0,0,1,2
530719810,2,0,1,0,0,1,2
530719836,2,0,1,0,0,1,2
530719868,2,0,1,1,0,1,2
530719895,2,0,1,0,0,1,2
530719978,2,0,1,1,0,1,2
530720013,2,0,1,1,0,1,2
530720032,2,0,1,0,0,1,2
530720038,2,0,1,0,0,1,2
