Event, nTightEle, nTightMu, hasOS, hasOS_ZCand, hasSS_ZCand, nGenMatchedLeptons, nFlips, nJets, nBJets
324652116,2,0,1,1,0,2,0,1,1
324652133,2,0,1,1,0,2,0,0,0
324652127,2,0,1,1,0,2,0,0,0
324652185,2,0,1,1,0,2,0,0,0
324652187,2,0,1,1,0,2,0,0,0
324652203,2,0,1,1,0,2,0,0,0
324652220,2,0,1,1,0,2,0,1,0
324652293,2,0,1,1,0,2,0,0,0
324652319,2,0,1,1,0,2,0,2,1
324652370,2,0,1,1,0,2,0,0,0
324652409,2,0,1,1,0,2,0,2,0
324652410,2,0,1,1,0,2,0,1,0
324652509,2,0,1,1,0,2,0,0,0
324652515,2,0,1,1,0,2,0,0,0
324652578,2,0,1,1,0,2,0,0,0
324652591,2,0,1,1,0,2,0,2,0
324652656,2,0,1,1,0,2,0,1,1
324652828,2,0,1,1,0,2,0,2,0
324652840,2,0,1,1,0,2,0,0,0
324652959,2,0,1,1,0,2,0,0,0
324652957,2,0,1,1,0,2,0,0,0
324653040,2,0,1,1,0,2,0,0,0
324653094,2,0,1,1,0,2,0,0,0
324653110,2,0,1,1,0,2,0,0,0
324653124,2,0,1,1,0,2,0,0,0
324653169,2,0,1,1,0,2,0,0,0
324653221,2,0,1,1,0,2,0,0,0
324653315,2,0,1,1,0,2,0,0,0
324653324,2,0,1,1,0,2,0,1,1
324653348,2,0,1,1,0,2,0,0,0
324653364,2,0,1,1,0,2,0,0,0
324653352,2,0,1,1,0,2,0,0,0
324653397,2,0,1,1,0,2,0,1,1
324653418,2,0,1,1,0,2,0,0,0
324653440,2,0,1,1,0,2,0,3,0
324653518,2,0,1,1,0,2,0,0,0
324653495,2,0,1,1,0,2,0,0,0
324653562,2,0,1,1,0,2,0,0,0
324653582,2,0,1,1,0,2,0,0,0
324653612,2,0,1,1,0,2,0,1,0
324653630,2,0,1,1,0,2,0,0,0
324653650,2,0,1,1,0,2,0,1,0
324653753,2,0,1,1,0,2,0,0,0
324653772,2,0,1,1,0,2,0,0,0
324653794,2,0,1,1,0,2,0,0,0
324653912,2,0,1,1,0,2,0,3,1
324653992,2,0,1,1,0,2,0,0,0
324653978,2,0,1,1,0,2,0,0,0
324654028,2,0,1,1,0,2,0,0,0
324654018,2,0,1,1,0,2,0,0,0
324654023,2,0,1,1,0,2,0,1,0
324654022,2,0,1,1,0,2,0,0,0
324654042,2,0,1,1,0,2,0,1,1
324654090,2,0,1,1,0,2,0,0,0
324654175,2,0,1,1,0,2,0,0,0
324654225,2,0,1,1,0,2,0,0,0
324654255,2,0,1,1,0,2,0,0,0
324654261,2,0,1,1,0,2,0,0,0
324654284,2,0,1,1,0,2,0,0,0
324654302,2,0,1,1,0,2,0,1,1
324654354,2,0,1,1,0,2,0,1,1
324654337,2,0,1,1,0,2,0,1,0
324654396,2,0,1,1,0,2,0,1,0
324654451,2,0,1,1,0,2,0,0,0
324654452,2,0,1,1,0,2,0,1,0
324654478,2,0,1,1,0,2,0,0,0
324654502,2,0,1,1,0,2,0,0,0
324654503,2,0,1,1,0,2,0,0,0
324654497,2,0,1,1,0,2,0,0,0
324654516,2,0,1,1,0,2,0,0,0
324654527,2,0,1,1,0,2,0,1,0
324654543,2,0,1,1,0,2,0,3,0
324654582,2,0,1,1,0,2,0,0,0
324654597,2,0,1,1,0,2,0,0,0
324654602,2,0,1,1,0,2,0,2,0
324654669,2,0,1,1,0,2,0,0,0
324654680,2,0,1,1,0,2,0,1,0
324654702,2,0,1,1,0,2,0,0,0
324654738,2,0,1,1,0,2,0,0,0
324654814,2,0,1,1,0,2,0,1,1
324654836,2,0,1,1,0,2,0,1,1
324654821,2,0,1,1,0,2,0,0,0
324654853,2,0,1,1,0,2,0,0,0
324654877,2,0,1,1,0,2,0,0,0
324654872,2,0,1,1,0,2,0,0,0
324654960,2,0,1,1,0,2,0,1,0
324654935,2,0,1,1,0,2,0,2,0
324654945,2,0,1,1,0,2,0,1,1
324654990,2,0,1,1,0,2,0,0,0
324655097,2,0,1,1,0,2,0,1,0
324655105,2,0,1,1,0,2,0,0,0
324655116,2,0,1,1,0,2,0,1,0
324655135,2,0,1,1,0,2,0,0,0
324655163,2,0,1,1,0,2,0,0,0
324655214,2,0,1,1,0,2,0,0,0
324655230,2,0,1,1,0,2,0,0,0
324655281,2,0,1,1,0,2,0,3,2
324655298,2,0,1,1,0,2,0,1,1
324655385,2,0,1,1,0,2,0,0,0
324655379,2,0,1,1,0,2,0,2,0
324655470,2,0,1,1,0,2,0,0,0
324655515,2,0,1,1,0,2,0,1,1
324655552,2,0,1,1,0,2,0,0,0
324655554,2,0,1,1,0,2,0,0,0
324655549,2,0,1,1,0,2,0,0,0
324655535,2,0,1,1,0,2,0,0,0
324655566,2,0,1,1,0,2,0,0,0
324655676,2,0,1,1,0,2,0,0,0
324655687,2,0,1,1,0,2,0,0,0
324655696,2,0,1,1,0,2,0,0,0
324655729,2,0,1,1,0,2,0,0,0
324655744,2,0,1,1,0,2,0,1,0
324655754,2,0,1,1,0,2,0,0,0
324655775,2,0,1,1,0,2,0,1,0
324655756,2,0,1,1,0,2,0,1,0
324655794,2,0,1,1,0,2,0,0,0
324655766,2,0,1,1,0,2,0,0,0
324655866,2,0,1,1,0,2,0,1,0
324655965,2,0,1,1,0,2,0,1,0
324655980,2,0,1,1,0,2,0,0,0
324655996,2,0,1,1,0,2,0,0,0
324656005,2,0,1,1,0,2,0,0,0
324656027,2,0,1,1,0,2,0,1,0
324656011,2,0,1,1,0,2,0,0,0
324656036,2,0,1,1,0,2,0,0,0
324656076,2,0,1,1,0,2,0,1,0
324656062,2,0,1,1,0,2,0,2,1
324656097,2,0,1,1,0,2,0,0,0
324656104,2,0,1,1,0,2,0,1,0
324656141,2,0,1,1,0,2,0,0,0
324656167,2,0,1,1,0,2,0,0,0
324656182,2,0,1,1,0,2,0,0,0
324656190,2,0,1,1,0,2,0,0,0
324656259,2,0,1,1,0,2,0,0,0
324656319,2,0,1,1,0,2,0,0,0
324656385,2,0,1,1,0,2,0,0,0
324656375,2,0,1,1,0,2,0,0,0
324656399,2,0,1,1,0,2,0,0,0
324656422,2,0,1,1,0,2,0,0,0
324656427,2,0,1,1,0,2,0,0,0
324656436,2,0,1,1,0,2,0,1,1
324656421,2,0,1,1,0,2,0,0,0
324656469,2,0,1,1,0,2,0,1,0
324656494,2,0,1,1,0,2,0,1,1
324656492,2,0,1,1,0,2,0,0,0
324656519,2,0,1,1,0,2,0,0,0
324656585,2,0,1,1,0,2,0,0,0
324656579,2,0,1,1,0,2,0,0,0
324656639,2,0,1,1,0,2,0,1,0
324656637,2,0,1,1,0,2,0,1,0
324656660,2,0,1,1,0,2,0,0,0
324656716,2,0,1,1,0,2,0,1,0
324656744,2,0,1,1,0,2,0,0,0
324656734,2,0,1,1,0,2,0,0,0
324656743,2,0,1,1,0,2,0,1,0
324656871,2,0,1,1,0,2,0,2,0
324657011,2,0,1,1,0,2,0,0,0
324657075,2,0,1,1,0,2,0,1,0
324657076,2,0,1,1,0,2,0,0,0
324657083,2,0,1,1,0,2,0,1,0
324657134,2,0,1,1,0,2,0,1,0
324657149,2,0,1,1,0,2,0,1,1
324657184,2,0,1,1,0,2,0,2,1
324657237,2,0,1,1,0,2,0,0,0
324657273,2,0,1,1,0,2,0,0,0
324657278,2,0,1,1,0,2,0,1,0
324657429,2,0,1,1,0,2,0,0,0
324657439,2,0,1,1,0,2,0,0,0
324657432,2,0,1,1,0,2,0,1,0
324657512,2,0,1,1,0,2,0,1,0
324657520,2,0,1,1,0,2,0,3,1
324657554,2,0,1,1,0,2,0,0,0
324657680,2,0,1,1,0,2,0,0,0
324657779,2,0,1,1,0,2,0,0,0
324657724,2,0,1,1,0,2,0,4,0
324657821,2,0,1,1,0,2,0,1,0
324657863,2,0,1,1,0,2,0,2,0
324657870,2,0,1,1,0,2,0,1,0
324657948,2,0,1,1,0,2,0,1,0
324657990,2,0,1,1,0,2,0,0,0
324657982,2,0,1,1,0,2,0,1,0
324658009,2,0,1,1,0,2,0,2,1
324658018,2,0,1,1,0,2,0,0,0
324658080,2,0,1,1,0,2,0,0,0
324658102,2,0,1,1,0,2,0,0,0
324658094,2,0,1,1,0,2,0,2,0
324658189,2,0,1,1,0,2,0,0,0
324658215,2,0,1,1,0,2,0,0,0
324658305,2,0,1,1,0,2,0,1,1
324658357,2,0,1,1,0,2,0,0,0
324658336,2,0,1,1,0,2,0,0,0
324658356,2,0,1,1,0,2,0,1,0
324658366,2,0,1,1,0,2,0,0,0
324658427,2,0,1,1,0,2,0,0,0
324658497,2,0,1,1,0,2,0,0,0
324658500,2,0,1,1,0,2,0,1,1
324658516,2,0,1,1,0,2,0,0,0
324658588,2,0,1,1,0,2,0,2,0
324658666,2,0,1,1,0,2,0,0,0
324658675,2,0,1,1,0,2,0,1,0
324658711,2,0,1,1,0,2,0,0,0
324658777,2,0,1,1,0,2,0,0,0
324658819,2,0,1,1,0,2,0,1,0
324658854,2,0,1,1,0,2,0,0,0
324658881,2,0,1,1,0,2,0,0,0
324658906,2,0,1,1,0,2,0,0,0
324658964,2,0,1,1,0,2,0,0,0
324658965,2,0,1,1,0,2,0,0,0
324659004,2,0,1,1,0,2,0,0,0
324659013,2,0,1,1,0,2,0,0,0
324659024,2,0,1,1,0,2,0,0,0
324659058,2,0,1,1,0,2,0,0,0
324659080,2,0,1,1,0,2,0,3,1
324659081,2,0,1,1,0,2,0,0,0
324659125,2,0,1,1,0,2,0,0,0
324659155,2,0,1,1,0,2,0,0,0
324659140,2,0,1,1,0,2,0,0,0
324659167,2,0,1,1,0,2,0,1,0
324659179,2,0,1,1,0,2,0,0,0
324659187,2,0,1,1,0,2,0,1,0
324659199,2,0,1,1,0,2,0,3,2
324659208,2,0,1,1,0,2,0,0,0
324659287,2,0,1,1,0,2,0,0,0
324659329,2,0,1,1,0,2,0,0,0
324659335,2,0,1,1,0,2,0,0,0
324659411,2,0,1,1,0,2,0,0,0
324659506,2,0,1,1,0,2,0,0,0
324659615,2,0,1,1,0,2,0,1,0
324659755,2,0,1,1,0,2,0,0,0
324659740,2,0,1,1,0,2,0,0,0
324659849,2,0,1,1,0,2,0,0,0
324659860,2,0,1,1,0,2,0,0,0
324659879,2,0,1,1,0,2,0,0,0
324659907,2,0,1,1,0,2,0,0,0
324659930,2,0,1,1,0,2,0,0,0
324659952,2,0,1,1,0,2,0,0,0
324660027,2,0,1,1,0,2,0,0,0
324660030,2,0,1,1,0,2,0,0,0
324660125,2,0,1,1,0,2,0,2,2
324660143,2,0,1,1,0,2,0,0,0
324660164,2,0,1,1,0,2,0,2,1
324660206,2,0,1,1,0,2,0,1,1
324660261,2,0,1,1,0,2,0,0,0
324660243,2,0,1,1,0,2,0,0,0
324660285,2,0,1,1,0,2,0,1,0
324660311,2,0,1,1,0,2,0,0,0
324660300,2,0,1,1,0,2,0,0,0
324660346,2,0,1,1,0,2,0,0,0
324660385,2,0,1,1,0,2,0,1,0
324660399,2,0,1,1,0,2,0,0,0
324660485,2,0,1,1,0,2,0,0,0
324660567,2,0,1,1,0,2,0,1,0
324660592,2,0,1,1,0,2,0,0,0
324660650,2,0,1,1,0,2,0,1,0
324660659,2,0,1,1,0,2,0,0,0
324660669,2,0,1,1,0,2,0,2,0
324660694,2,0,1,1,0,2,0,1,0
324660699,2,0,1,1,0,2,0,1,0
324660803,2,0,1,1,0,2,0,0,0
324660826,2,0,1,1,0,2,0,0,0
324660816,2,0,1,1,0,2,0,1,0
324660830,2,0,1,1,0,2,0,0,0
324660901,2,0,1,1,0,2,0,1,0
324660910,2,0,1,1,0,2,0,0,0
324660929,2,0,1,1,0,2,0,0,0
324660949,2,0,1,1,0,2,0,3,2
324661021,2,0,1,1,0,2,0,0,0
324661067,2,0,1,1,0,2,0,1,1
324661120,2,0,1,1,0,2,0,0,0
324661135,2,0,1,1,0,2,0,0,0
324661128,2,0,1,1,0,2,0,0,0
324661131,2,0,1,1,0,2,0,1,0
324661149,2,0,1,1,0,2,0,0,0
324661187,2,0,1,1,0,2,0,0,0
324661198,2,0,1,1,0,2,0,0,0
324661248,2,0,1,1,0,2,0,1,1
324661260,2,0,1,1,0,2,0,0,0
324661269,2,0,1,1,0,2,0,0,0
324661291,2,0,1,1,0,2,0,0,0
324661303,2,0,1,1,0,2,0,0,0
324661408,2,0,1,1,0,2,0,2,0
324661487,2,0,1,1,0,2,0,2,0
324661472,2,0,1,1,0,2,0,1,0
327763445,2,0,1,1,0,2,0,0,0
327763448,2,0,1,1,0,2,0,1,1
327763532,2,0,1,1,0,2,0,0,0
327763545,2,0,1,1,0,2,0,0,0
327763556,2,0,1,1,0,2,0,2,0
327763621,2,0,1,1,0,2,0,0,0
327763668,2,0,1,1,0,2,0,0,0
327763698,2,0,1,1,0,2,0,1,0
327763793,2,0,1,1,0,2,0,0,0
327763792,2,0,1,1,0,2,0,1,0
327763819,2,0,1,1,0,2,0,1,0
327763886,2,0,1,1,0,2,0,0,0
327763900,2,0,1,1,0,2,0,0,0
327763910,2,0,1,1,0,2,0,2,2
327763930,2,0,1,1,0,2,0,0,0
327763947,2,0,1,1,0,2,0,0,0
327763973,2,0,1,1,0,2,0,1,0
327763999,2,0,1,1,0,2,0,0,0
327764045,2,0,1,1,0,2,0,0,0
327764042,2,0,1,1,0,2,0,0,0
327764078,2,0,1,1,0,2,0,0,0
327764062,2,0,1,1,0,2,0,0,0
327764139,2,0,1,1,0,2,0,0,0
327764167,2,0,1,1,0,2,0,0,0
327764158,2,0,1,1,0,2,0,0,0
327764154,2,0,1,1,0,2,0,2,0
327764194,2,0,1,1,0,2,0,1,0
327764205,2,0,1,1,0,2,0,1,0
327764247,2,0,1,1,0,2,0,0,0
327764250,2,0,1,1,0,2,0,0,0
327764391,2,0,1,1,0,2,0,0,0
327764356,2,0,1,1,0,2,0,2,2
327764393,2,0,1,1,0,2,0,0,0
327764416,2,0,1,1,0,2,0,0,0
327764419,2,0,1,1,0,2,0,0,0
327764421,2,0,1,1,0,2,0,2,0
327764579,2,0,1,1,0,2,0,4,3
327764607,2,0,1,1,0,2,0,1,1
327764614,2,0,1,1,0,2,0,0,0
327764632,2,0,1,1,0,2,0,3,0
327764674,2,0,1,1,0,2,0,1,0
327764751,2,0,1,1,0,2,0,0,0
327764833,2,0,1,1,0,2,0,0,0
327764827,2,0,1,1,0,2,0,0,0
327764832,2,0,1,1,0,2,0,1,0
327764841,2,0,1,1,0,2,0,0,0
327764908,2,0,1,1,0,2,0,0,0
327764930,2,0,1,1,0,2,0,0,0
327764937,2,0,1,1,0,2,0,0,0
327764975,2,0,1,1,0,2,0,0,0
327765094,2,0,1,1,0,2,0,0,0
327765083,2,0,1,1,0,2,0,1,0
327765100,2,0,1,1,0,2,0,0,0
327765081,2,0,1,1,0,2,0,3,1
327765156,2,0,1,1,0,2,0,1,0
327765261,2,0,1,1,0,2,0,0,0
327765269,2,0,1,1,0,2,0,0,0
327765262,2,0,1,1,0,2,0,1,0
327765277,2,0,1,1,0,2,0,0,0
327765319,2,0,1,1,0,2,0,0,0
327765333,2,0,1,1,0,2,0,2,0
327765357,2,0,1,1,0,2,0,0,0
327765373,2,0,1,1,0,2,0,1,0
327765417,2,0,1,1,0,2,0,0,0
327765501,2,0,1,1,0,2,0,0,0
327765589,2,0,1,1,0,2,0,2,0
327765565,2,0,1,1,0,2,0,2,1
327765610,2,0,1,1,0,2,0,0,0
327765665,2,0,1,1,0,2,0,0,0
327765736,2,0,1,1,0,2,0,0,0
327765722,2,0,1,1,0,2,0,0,0
327765762,2,0,1,1,0,2,0,1,0
327765787,2,0,1,1,0,2,0,0,0
327765870,2,0,1,1,0,2,0,3,1
327765897,2,0,1,1,0,2,0,0,0
327765913,2,0,1,1,0,2,0,0,0
327766035,2,0,1,1,0,2,0,0,0
327766068,2,0,1,1,0,2,0,0,0
327766066,2,0,1,1,0,2,0,1,0
327766084,2,0,1,1,0,2,0,0,0
327766104,2,0,1,1,0,2,0,1,0
327766100,2,0,1,1,0,2,0,1,1
327766166,2,0,1,1,0,2,0,0,0
327766169,2,0,1,1,0,2,0,1,0
327766235,2,0,1,1,0,2,0,0,0
327766200,2,0,1,1,0,2,0,2,2
327766296,2,0,1,1,0,2,0,0,0
327766326,2,0,1,1,0,2,0,0,0
327766370,2,0,1,1,0,2,0,0,0
327766357,2,0,1,1,0,2,0,1,0
327766392,2,0,1,1,0,2,0,1,1
327766402,2,0,1,1,0,2,0,0,0
327766416,2,0,1,1,0,2,0,0,0
327766465,2,0,1,1,0,2,0,0,0
327766608,2,0,1,1,0,2,0,0,0
327766656,2,0,1,1,0,2,0,0,0
327766664,2,0,1,1,0,2,0,0,0
327766687,2,0,1,1,0,2,0,2,0
327766697,2,0,1,1,0,2,0,0,0
327766711,2,0,1,1,0,2,0,0,0
327766747,2,0,1,1,0,2,0,0,0
327766788,2,0,1,1,0,2,0,1,0
327766729,2,0,1,1,0,2,0,1,0
327766840,2,0,1,1,0,2,0,3,2
327766893,2,0,1,1,0,2,0,0,0
327766918,2,0,1,1,0,2,0,0,0
327766989,2,0,1,1,0,2,0,2,1
327767002,2,0,1,1,0,2,0,0,0
327766991,2,0,1,1,0,2,0,1,0
327767009,2,0,1,1,0,1,0,0,0
327767019,2,0,1,1,0,2,0,3,1
327767081,2,0,1,1,0,2,0,0,0
327767186,2,0,1,1,0,2,0,0,0
327767191,2,0,1,1,0,2,0,1,1
327767290,2,0,1,1,0,2,0,0,0
327767298,2,0,1,1,0,2,0,1,0
327767293,2,0,1,1,0,2,0,1,0
327767324,2,0,1,1,0,2,0,0,0
327767370,2,0,1,1,0,2,0,1,0
327767398,2,0,1,1,0,2,0,1,0
327767406,2,0,1,1,0,2,0,0,0
327767525,2,0,1,1,0,2,0,0,0
327767574,2,0,1,1,0,2,0,1,0
327767607,2,0,1,1,0,2,0,0,0
327767628,2,0,1,1,0,2,0,1,0
327767660,2,0,1,1,0,2,0,1,0
327767650,2,0,1,1,0,2,0,0,0
327767739,2,0,1,1,0,2,0,2,0
327767766,2,0,1,1,0,2,0,0,0
327767758,2,0,1,1,0,2,0,1,0
327767776,2,0,1,1,0,2,0,0,0
327767804,2,0,1,1,0,2,0,2,0
327767889,2,0,1,1,0,2,0,0,0
327767916,2,0,1,1,0,2,0,1,0
327767963,2,0,1,1,0,2,0,0,0
327767986,2,0,1,1,0,2,0,0,0
327767982,2,0,1,1,0,2,0,0,0
327768044,2,0,1,1,0,2,0,0,0
327768075,2,0,1,1,0,2,0,0,0
327768147,2,0,1,1,0,2,0,0,0
327768158,2,0,1,1,0,2,0,0,0
327768169,2,0,1,1,0,2,0,0,0
327768195,2,0,1,1,0,2,0,1,0
327768206,2,0,1,1,0,2,0,0,0
327768214,2,0,1,1,0,2,0,4,2
327768219,2,0,1,1,0,2,0,0,0
327768222,2,0,1,1,0,2,0,0,0
327768243,2,0,1,1,0,2,0,0,0
327768262,2,0,1,1,0,2,0,0,0
327768289,2,0,1,1,0,2,0,0,0
327768323,2,0,1,1,0,2,0,1,0
327768345,2,0,1,1,0,2,0,0,0
327768378,2,0,1,1,0,2,0,0,0
327768343,2,0,1,1,0,2,0,0,0
327768371,2,0,1,1,0,2,0,0,0
327768402,2,0,1,1,0,2,0,1,0
327768438,2,0,1,1,0,2,0,0,0
327768452,2,0,1,1,0,2,0,0,0
327768482,2,0,1,1,0,2,0,0,0
327768508,2,0,1,1,0,2,0,3,0
327768612,2,0,1,1,0,2,0,0,0
327768617,2,0,1,1,0,2,0,0,0
327768643,2,0,1,1,0,2,0,2,1
327768670,2,0,1,1,0,2,0,0,0
327768689,2,0,1,1,0,2,0,0,0
327768706,2,0,1,1,0,2,0,0,0
327768760,2,0,1,1,0,2,0,0,0
327768801,2,0,1,1,0,2,0,2,1
381354890,2,0,1,1,0,2,0,0,0
381354901,2,0,1,1,0,2,0,0,0
381354921,2,0,1,1,0,2,0,1,1
381354947,2,0,1,1,0,2,0,0,0
381354983,2,0,1,1,0,2,0,0,0
381355028,2,0,1,1,0,2,0,0,0
381355065,2,0,1,1,0,2,0,2,1
381355114,2,0,1,1,0,2,0,0,0
381355130,2,0,1,1,0,2,0,0,0
381355163,2,0,1,1,0,2,0,0,0
381355164,2,0,1,1,0,2,0,1,0
381355198,2,0,1,1,0,2,0,0,0
381355219,2,0,1,1,0,2,0,0,0
381355250,2,0,1,1,0,2,0,1,1
381355343,2,0,1,1,0,2,0,0,0
381355451,2,0,1,1,0,2,0,0,0
381355497,2,0,1,1,0,2,0,0,0
381355543,2,0,1,1,0,2,0,0,0
381355616,2,0,1,1,0,2,0,0,0
381355630,2,0,1,1,0,2,0,0,0
381355677,2,0,1,1,0,2,0,0,0
381355752,2,0,1,1,0,2,0,0,0
381355914,2,0,1,1,0,2,0,2,1
381355925,2,0,1,1,0,2,0,0,0
381355926,2,0,1,1,0,2,0,0,0
381355963,2,0,1,1,0,2,0,0,0
381356009,2,0,1,1,0,2,0,0,0
381356045,2,0,1,1,0,2,0,0,0
381356035,2,0,1,1,0,2,0,1,0
381356063,2,0,1,1,0,2,0,0,0
381356037,2,0,1,1,0,2,0,2,0
381356167,2,0,1,1,0,2,0,0,0
381356202,2,0,1,1,0,2,0,2,0
381356256,2,0,1,1,0,2,0,0,0
381356265,2,0,1,1,0,2,0,0,0
381356292,2,0,1,1,0,2,0,0,0
381356330,2,0,1,1,0,2,0,0,0
381356411,2,0,1,1,0,2,0,0,0
381356494,2,0,1,1,0,2,0,0,0
381356523,2,0,1,1,0,2,0,0,0
381356645,2,0,1,1,0,2,0,1,0
381356683,2,0,1,1,0,2,0,0,0
381356670,2,0,1,1,0,2,0,2,0
381356693,2,0,1,1,0,2,0,0,0
381356699,2,0,1,1,0,2,0,0,0
381356717,2,0,1,1,0,2,0,0,0
381356787,2,0,1,1,0,2,0,0,0
381356773,2,0,1,1,0,2,0,0,0
381356821,2,0,1,1,0,2,0,0,0
381356839,2,0,1,1,0,2,0,0,0
381356850,2,0,1,1,0,2,0,0,0
381356857,2,0,1,1,0,2,0,0,0
381356934,2,0,1,1,0,2,0,1,0
381356911,2,0,1,1,0,2,0,1,0
381357000,2,0,1,1,0,2,0,0,0
381356975,2,0,1,1,0,2,0,1,1
381356993,2,0,1,1,0,2,0,1,1
381357050,2,0,1,1,0,2,0,1,0
381357122,2,0,1,1,0,2,0,1,1
381357151,2,0,1,1,0,2,0,0,0
381357196,2,0,1,1,0,2,0,0,0
381357234,2,0,1,1,0,2,0,0,0
381357246,2,0,1,1,0,2,0,0,0
381357215,2,0,1,1,0,2,0,0,0
381357279,2,0,1,1,0,2,0,0,0
381357368,2,0,1,1,0,2,0,2,1
381357366,2,0,1,1,0,2,0,0,0
381357418,2,0,1,1,0,2,0,0,0
381357410,2,0,1,1,0,1,0,0,0
381357563,2,0,1,1,0,2,0,1,0
381357565,2,0,1,1,0,2,0,1,0
381357580,2,0,1,1,0,2,0,1,0
381357584,2,0,1,1,0,2,0,2,0
381357588,2,0,1,1,0,2,0,0,0
381357730,2,0,1,1,0,2,0,0,0
381357722,2,0,1,1,0,2,0,1,0
381357775,2,0,1,1,0,2,0,2,0
381357962,2,0,1,1,0,2,0,0,0
381358036,2,0,1,1,0,2,0,1,0
381358063,2,0,1,1,0,2,0,0,0
381358084,2,0,1,1,0,2,0,0,0
381358124,2,0,1,1,0,2,0,0,0
381358131,2,0,1,1,0,2,0,0,0
381358176,2,0,1,1,0,2,0,0,0
381358188,2,0,1,1,0,2,0,5,0
381358205,2,0,1,1,0,2,0,1,0
381358194,2,0,1,1,0,2,0,4,0
381358209,2,0,1,1,0,2,0,0,0
381358241,2,0,1,1,0,2,0,0,0
381358289,2,0,1,1,0,2,0,0,0
381358302,2,0,1,1,0,2,0,1,1
381358316,2,0,1,1,0,2,0,0,0
381358345,2,0,1,1,0,2,0,1,1
381358368,2,0,1,1,0,2,0,0,0
381358386,2,0,1,1,0,2,0,1,0
381358413,2,0,1,1,0,2,0,0,0
381358458,2,0,1,1,0,2,0,2,1
381358488,2,0,1,1,0,2,0,1,0
381358484,2,0,1,1,0,2,0,1,0
381358545,2,0,1,1,0,2,0,0,0
381358589,2,0,1,1,0,2,0,0,0
381358561,2,0,1,1,0,2,0,0,0
381358595,2,0,1,1,0,2,0,0,0
381358685,2,0,1,1,0,2,0,1,0
381358730,2,0,1,1,0,2,0,2,0
381358764,2,0,1,1,0,2,0,0,0
381358805,2,0,1,1,0,2,0,0,0
381358834,2,0,1,1,0,2,0,0,0
381358847,2,0,1,1,0,2,0,0,0
381358829,2,0,1,1,0,2,0,1,0
381358877,2,0,1,1,0,2,0,2,1
381358913,2,0,1,1,0,2,0,2,1
381359029,2,0,1,1,0,2,0,0,0
381359027,2,0,1,1,0,2,0,0,0
381359048,2,0,1,1,0,2,0,3,0
381359071,2,0,1,1,0,2,0,0,0
381359079,2,0,1,1,0,2,0,0,0
381359149,2,0,1,1,0,2,0,1,0
381359111,2,0,1,1,0,2,0,0,0
381359152,2,0,1,1,0,2,0,0,0
381359158,2,0,1,1,0,2,0,3,2
381359166,2,0,1,1,0,2,0,0,0
381359185,2,0,1,1,0,2,0,0,0
381359266,2,0,1,1,0,2,0,1,0
381359270,2,0,1,1,0,2,0,1,0
381359311,2,0,1,1,0,2,0,2,0
381359391,2,0,1,1,0,2,0,1,0
381359409,2,0,1,1,0,2,0,0,0
381359427,2,0,1,1,0,2,0,2,2
381359436,2,0,1,1,0,2,0,0,0
381359450,2,0,1,1,0,2,0,0,0
381359533,2,0,1,1,0,2,0,0,0
381359555,2,0,1,1,0,2,0,0,0
381359545,2,0,1,1,0,2,0,0,0
381359583,2,0,1,1,0,2,0,0,0
381359565,2,0,1,1,0,2,0,0,0
381359569,2,0,1,1,0,2,0,0,0
381359656,2,0,1,1,0,2,0,0,0
381359631,2,0,1,1,0,2,0,0,0
381359722,2,0,1,1,0,2,0,1,0
381359729,2,0,1,1,0,2,0,1,0
381359757,2,0,1,1,0,2,0,0,0
381359767,2,0,1,1,0,2,0,2,0
381359774,2,0,1,1,0,2,0,1,1
381359779,2,0,1,1,0,2,0,1,1
381359794,2,0,1,1,0,2,0,1,0
381359871,2,0,1,1,0,2,0,0,0
381359893,2,0,1,1,0,2,0,1,0
381360056,2,0,1,1,0,2,0,0,0
381360047,2,0,1,1,0,2,0,3,2
381360105,2,0,1,1,0,2,0,3,2
381360138,2,0,1,1,0,2,0,0,0
378312434,2,0,1,1,0,2,0,0,0
378312456,2,0,1,1,0,2,0,2,0
378312459,2,0,1,1,0,2,0,0,0
378312481,2,0,1,1,0,2,0,0,0
378312523,2,0,1,1,0,2,0,0,0
378312532,2,0,1,1,0,2,0,0,0
378312549,2,0,1,1,0,2,0,0,0
378312534,2,0,1,1,0,2,0,0,0
378312576,2,0,1,1,0,2,0,0,0
378312637,2,0,1,1,0,2,0,1,1
378312739,2,0,1,1,0,2,0,0,0
378312776,2,0,1,1,0,2,0,1,0
378312783,2,0,1,1,0,2,0,0,0
378312831,2,0,1,1,0,2,0,1,0
378312851,2,0,1,1,0,2,0,0,0
378312859,2,0,1,1,0,2,0,2,0
378312852,2,0,1,1,0,2,0,2,1
378312891,2,0,1,1,0,2,0,1,0
378312948,2,0,1,1,0,2,0,2,0
378312947,2,0,1,1,0,2,0,0,0
378312970,2,0,1,1,0,2,0,0,0
378313009,2,0,1,1,0,2,0,0,0
378313013,2,0,1,1,0,2,0,0,0
378313052,2,0,1,1,0,2,0,1,1
378313168,2,0,1,1,0,2,0,0,0
378313157,2,0,1,1,0,2,0,2,0
378313207,2,0,1,1,0,2,0,0,0
378313265,2,0,1,1,0,2,0,0,0
378313287,2,0,1,1,0,2,0,0,0
378313509,2,0,1,1,0,2,0,1,1
